%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,-0,-0,-0,-0,0,0,0,-0,-0,0,-0,-0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-86.09,-64.75,-38.16,-0.2282,35.35,47.83,54.56,67.68,84.56,104.3,116.1,111.4,124,143.1,152.5,150.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-40.03,-29.06,-9.125,5.17,12.07,15.99,19.9,32,27.83,43.94,42.32,31.4,39,54.05,56.13,51.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-64.44,-54.09,-24.6,-8.063,-6.527,-1.115,3.919,19.13,17.22,35.37,35.72,24.02,34.26,55.02,59.87,56.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-85.55,-68.61,-39.62,0.4622,14.94,25.28,29.19,45.31,57.05,78.12,82.82,75.29,86.32,112.4,117.1,113.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-46.99,-38.9,-24.87,3.557,8.52,13.5,13.5,21.97,28.08,43.56,41.81,37.69,43.62,61.55,62.96,57.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-65.54,-59.68,-33.18,-6.241,2.711,8.82,11.7,19.99,28.84,46.29,50.07,46.61,54.38,73.39,83.75,76.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-64.59,-57.61,-23.54,11.35,18.69,26.22,31.24,42.37,49.16,67.93,71.43,66.79,71.39,93.39,104.5,93.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-57.61,-53.48,-20.5,7.352,2.115,7.843,16.04,27.31,22.42,40.53,37.48,30.72,35.05,55.12,65.34,53.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-79.57,-71.5,-27.55,4.678,6.037,13.09,24.45,37.97,32.57,52.08,53.06,41.13,50.08,71.05,86.14,75.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-65.27,-62.54,-8.822,19.66,22.6,28,33.16,47.64,44.25,57.89,60.68,44.18,47.19,68.47,81.92,68.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-67.6,-75.4,-8.683,7.489,6.917,12.21,11.79,26.9,28.31,39.61,40.78,25.56,24.06,48.12,61.48,48.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-75.42,-79.54,-5.057,14.78,14.86,21.35,23.86,39.67,43.72,58.37,58.49,46.54,44.33,69.28,83.64,69.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-62.36,-61.72,7.162,23.37,15.25,19.62,26.95,42.13,39.73,52.85,53.16,43.59,39.88,59.09,74.84,55.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-67.34,-64.29,-6.522,10.24,5.168,10.8,17.19,33.66,32.01,47.21,48.7,40.61,42.9,59.07,72.66,57.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-55.94,-47.53,-6.25,18.27,22.61,28.67,30.76,45.98,46.56,67.18,61.89,54.85,64.77,79.65,79.86,74.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-54.55,-40.71,-4.538,11.15,12.38,16.94,21.12,33.65,31.6,55.31,44.97,39.78,53.89,68.17,66.89,61.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-70.44,-49.62,-14.72,4.765,2.178,8.477,15.27,31.26,28.15,55.69,46.39,41.63,56.17,72.43,79.04,68.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-64.65,-44.38,-16.54,13.33,5.406,11.81,15.61,35.06,29.26,58.08,46.55,42.04,54.63,73.18,76.79,69.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,-74.73,-60.09,-22.55,-0.7265,-5.85,0.3501,0.9575,20.44,17.5,45.69,34.69,30.55,43.19,67.21,68.43,66.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,-73.84,-59.34,-11.28,3.334,11.03,16.81,12.78,34.79,33.42,58.86,49.52,41.18,48.41,75.41,75.34,70.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,-63.39,-52.7,-3.007,5.614,15.17,19.17,11.38,36.01,31.33,46.96,43.95,31.14,31.94,56.17,58.5,49.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,-74.05,-69.13,-16.81,-4.047,6.117,11.9,1.689,22.9,31.13,35.82,46.92,31.83,33.59,57.69,67.57,59.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,-59.63,-56.97,-12.92,13.92,21.69,27.47,15.32,32.56,49.46,52.75,61.69,42.79,44.76,71.77,74.98,66.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,-64.06,-62.72,-15.86,9.489,5.604,10.05,5.148,26.23,28.18,42.94,37.48,16.29,18.25,50.54,44.67,35.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,-84.31,-80.89,-16.1,7.116,1.469,8.002,9.636,33.23,25.33,47.56,37.85,16.96,14.94,49.98,46.87,32.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,-64.19,-63.6,2.618,28.24,21.77,27.34,27.2,44.01,38.97,52.71,45.96,28.8,17.31,46.27,50.84,32.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
