%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,0,0,0,-0,0,0,0,0,0,-0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-3.895,-1.915,-4.715,5.243,-2.529,-2.387,0.5251,2.656,-3.072,0.8085,-2.883,-4.179,0.2609,1.897,0.5386,3.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-6.977,0.145,-6.031,6.939,-2.599,-4.725,1.423,6.299,-5.996,1.446,-1.343,-1.91,3.837,5.135,5.397,3.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-8.003,-1.171,-4.13,0.4445,-4.317,-9.632,-5.62,1.167,-7.863,-3.222,-1.721,-0.2978,4.947,3.597,6.685,4.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-8.173,-5.923,-3.278,-3.581,-4.988,-11.28,-12.36,-5.813,-4.48,-5.748,-2.676,1.612,4.785,2.083,7.963,7.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-4.892,-4.874,0.1351,1.539,1.042,-5.176,-7.696,-2.604,2.495,-1.554,0.3784,7.23,6.313,2.948,12.52,9.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,1.176,-1.939,5.299,3.791,6.912,1.027,-2.394,2.37,4.442,-1.218,1.318,8.899,4.328,-1.684,10.17,4.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,3.382,-3.18,7.167,6.573,8.644,4.579,-0.7476,4.709,4.031,-2.512,-0.2375,7.122,1.327,-5.626,4.66,1.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,4.236,-1.93,10.94,18.27,12.14,7.547,4.323,10.2,8.148,1.665,1.276,6.69,1.469,-2.472,2.753,2.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,5.323,0.45,11.93,20.39,12.72,4.409,4.699,12.14,8.423,1.319,1.624,2.516,-0.9902,-0.7584,-2.292,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,0.1043,-3.531,6.09,8.65,5.207,-2.978,-3.687,4.337,1.12,-5.396,-2.48,-4.18,-4.961,-1.342,-6.177,-0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-6.867,-8.997,4.694,3.599,0.6643,-3.494,-7.52,-3.581,-1.869,-8.335,-6.368,-6.572,-6.173,-1.222,-4.102,-0.2306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-6.183,-8.998,4.822,7.225,6.883,3.73,-1.795,-0.9624,2.045,-6.678,-5.867,-4.817,-6.009,-2.25,-2.434,-2.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-1.523,-4.075,4.183,12.7,15.84,9.506,5.555,7.323,4.775,-2.728,-3.049,-2.48,-3.649,-1.697,-0.9738,-1.716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-1.792,-1.036,10.29,16.5,17.25,6.133,5.483,7.879,3.211,-0.172,-3.878,-4.432,-3.892,-2.498,-1.055,-1.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
