%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-5.207,-1.923,-8.979,-13.13,-17.76,-4.397,0.2469,-10.25,-1.872,3.474,-0.5151,-2.992,1.571,3.552,-3.287,0.4736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-4.331,1.032,-14.54,-32.23,-21.92,-8.743,-1.971,-17.55,-0.967,3.248,-2.872,-4.772,1.987,4.231,-1.444,-0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,1.21,2.499,-12.11,-28.85,-22.67,-1.105,-6.088,-19.34,1.615,3.546,2.542,-0.9431,2.528,2.039,4.395,-1.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,5.761,1.158,-11.96,-19.87,-33.74,11.5,-6.761,-17.76,6.205,7.281,12.9,5.045,4.277,1.819,10.9,1.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,8.341,4.548,-8.662,-19.85,-29.19,9.224,-2.811,-12.83,8.709,10.41,14.51,7.391,6.671,4.727,13.45,6.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,8.904,9.659,1.792,-5.823,-4.918,0.1213,-0.1618,-8.536,7.363,8.166,7.959,5.399,8.09,6.29,10.73,7.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,6.914,8.075,-0.1738,6.273,-5.48,2.791,-1.335,-12.13,9.298,2.523,4.251,0.4329,6.307,5.771,6.434,3.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,4.094,2.36,-3.828,0.6934,-22.98,4.37,-4.66,-17.64,10.53,0.1019,2.223,-3.727,0.5875,3.405,0.3078,-2.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,0.4153,-1.355,6.165,-3.244,-15.91,-5.398,-5.579,-18.78,6.539,2.684,-3.331,-2.958,-2.26,1.163,-2.927,-4.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
