%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,2.578,-0.0947,3.363,4.057,0.7984,-0.6066,0.5957,1.67,0.413,-0.2683,-1.291,-0.1917,-6.951,-2.907,-4.704,-10.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,4.475,-3.551,2.922,11.02,2.82,4.111,4.293,5.241,7.473,-3.46,1.115,0.2676,-12.82,-7.608,0.0311,-12.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4.622,-7.047,1.751,13.85,-0.0085,4.274,3.955,3.279,3.148,-7.396,0.6439,-0.0819,-12.35,-9.764,5.853,-5.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,3.043,-7.353,2.571,8.783,-1.188,2.414,1.178,-2.027,-1.974,-8.508,2.265,2.82,-8.268,-8.296,9.373,2.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,4.91,-6.811,2.704,4.147,4.83,4.117,1.104,-2.426,5.623,-7.009,9.819,10.62,-8.515,-5.42,12.78,4.722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,8.229,-9.233,-1.598,1.787,4.853,-0.4342,-1.838,-1.897,7.276,-6.811,12.42,15.21,-13.34,-4.971,11.79,-0.1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,4.192,-14.67,-7.268,-4.296,-1.192,-7.454,-8.249,-4.95,5.231,-9.649,10.96,13.73,-17.55,-9.866,8.926,-7.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-2.229,-19.01,-7.097,-9.151,1.017,-4.313,-10.57,-6.358,10.19,-12.05,11.78,11.69,-17.6,-14.23,8.056,-7.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-3.633,-18.44,-2.202,-6.803,6.354,0.3458,-8.589,-4.398,7.558,-11.2,9.46,10.86,-13.87,-13.4,5.546,-2.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-4.418,-14.14,0.4025,-2.7,6.117,-1.414,-7.227,-3.79,1.502,-8.505,6.143,10.47,-9.275,-10.74,3.612,1.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-4.949,-10.77,0.0149,-1.323,5.34,-1.7,-7.33,-4.329,3.564,-6.718,5.416,9.751,-5.343,-7.182,2.086,4.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-2.806,-9.531,0.6088,-1.643,4.669,1.569,-6.587,-2.78,0.9573,-5.446,-0.2173,6.717,-2.666,-3.307,-4.668,4.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-2.812,-8.322,0.8876,-1.328,1.234,2.537,-4.678,-0.7872,-5.539,-2.393,-6.853,2.045,-3.828,-2.405,-10.29,1.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-6.662,-8.184,-1.473,1.724,-2.9,-0.4218,-3.018,0.6234,-6.7,-1.955,-4.998,-2.318,-9.054,-4.118,-8.734,2.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-10.76,-9.762,-0.8713,3.391,-5.015,-3.376,-2.271,1.35,-10.72,-8.049,-2.602,-7.907,-13.85,-7.612,-8.484,0.1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-15.14,-11.38,3.782,0.4668,-4.179,-3.855,-3.729,-0.817,-16.03,-10.59,-8.22,-16.04,-18.16,-13.99,-15.73,-8.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-18.92,-13.78,7.732,3.107,-0.1576,-1.36,-3.149,-0.0989,-12.84,-3.313,-13.29,-19.86,-21.96,-18.98,-20.01,-13.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-14.67,-12.71,13.63,13.36,7.693,6.548,5.997,6.424,-7.138,3.655,-8.492,-12.38,-15.8,-15.15,-10.94,-6.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
