%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-4.873,15.38,-5.035,-16.21,1.747,2.405,-9.896,-5.854,-5.631,4.932,-1.56,0.261,-3.737,0.2897,0.3135,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-28.09,-14.97,-20.81,-44.12,-1.105,0.1616,-9.077,7.267,-14.21,3.09,-9.163,-3.335,-14.65,-5.515,-7.834,-2.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-25.7,-19.42,-29.82,-28.51,-9.081,-13.76,-4.728,0.5859,-23.69,-3.256,-14.3,-9.92,-22.8,-13.24,-10.42,-10.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-9.617,-12.74,-29.71,-11.06,-15.22,-14.5,-6.001,-22.27,-27.25,-6.543,-10.34,-11.67,-20.57,-16.52,-6.721,-11.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-23.99,-43.41,-25.15,-26.2,-4.983,6.407,-4.021,-13.7,-20.79,-5.031,-4.114,-10.32,-16.36,-18.32,-7.402,-12.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-27.45,-36.21,-16.53,-16.68,4.333,2.41,0.823,5.948,-17.76,-9.245,-6.531,-14.7,-20.24,-24.98,-12.02,-18.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-5.538,2.156,-23.12,-10.43,-7.526,-19.16,-3.786,-5.943,-29.85,-17.89,-13.73,-16.42,-27.12,-28.5,-13.74,-18.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-10.28,-13.7,-40.21,-33.91,-14.52,-7.392,-10.03,-21.08,-40.79,-15.26,-13.46,-9.142,-27.75,-22.27,-10.34,-11.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-20.57,-28.29,-39.08,-30.27,-13.0,1.706,-15.34,-13.04,-41.91,-14.22,-13.41,-6.978,-28.52,-21.33,-13.18,-9.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-10.97,-10.86,-32.67,-19.5,-20.43,-18.62,-25.89,-11.35,-44.99,-29.14,-20.68,-9.191,-31.51,-26.89,-22.28,-13.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-13.29,-20.18,-38.57,-25.17,-24.1,-19.94,-20.68,-18.47,-44.31,-34.25,-19.39,-3.7,-25.22,-22.9,-20.09,-8.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-16.62,-23.42,-43.23,-17.95,-25.44,-14.3,2.667,-8.85,-35.57,-24.13,-9.192,-0.5113,-15.12,-17.83,-12.9,-7.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-14.7,-12.24,-41.3,-29.27,-19.5,-25.57,10.3,-8.522,-31.68,-22.39,-4.867,-3.799,-11.16,-17.34,-12.33,-10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-23.09,-34.35,-32.2,-53.17,-1.43,-13.13,-0.6565,-35.9,-28.13,-18.71,-1.999,-0.2659,-4.746,-6.256,-7.417,-1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-23.23,-48.26,-32.41,-40.82,-16.46,13.06,-10.43,-37.9,-18.39,-2.103,3.018,5.695,4.059,7.779,1.157,5.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-29.63,-37.15,-59.64,-31.89,-38.15,13.08,-11.63,-0.1987,-12.07,7.383,4.156,5.199,7.026,11.8,3.633,2.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-38.68,-33.64,-62.73,-38.41,-1.444,2.524,0.7096,11.69,-10.08,7.29,3.519,5.993,8.011,14.81,2.471,1.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-7.108,-20.22,-26.68,-13.05,20.49,-5.294,10.57,-14.33,-11.89,11.05,0.8634,8.653,6.589,16.68,-0.9496,-0.1224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,13.58,1.38,-26.2,11.57,-16.99,-10.7,0.0794,-22.45,-19.41,15.12,-4.693,5.917,-0.1353,13.39,-4.517,-5.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,-8.664,14.56,-48.48,-6.219,-24.06,-2.093,-10.11,-7.725,-24.36,13.07,-7.399,1.739,-5.475,12.05,-3.554,-3.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,-13.51,20.7,-43.93,-22.98,-1.488,9.223,-9.647,-3.86,-26.14,7.167,-9.975,1.398,-8.461,9.45,-1.712,-2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,-8.088,8.249,-54.49,-11.1,-15.73,3.597,-13.37,-10.0,-30.15,1.591,-14.9,2.143,-11.98,2.851,-4.148,-7.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,-5.17,-8.034,-72.44,-9.375,-33.44,-3.427,-15.84,-16.14,-32.88,1.688,-15.27,1.014,-14.34,0.6356,-9.238,-11.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,2.137,-11.55,-65.54,-20.44,-23.64,3.498,-12.1,-18.02,-35.17,4.682,-14.0,-1.409,-18.58,-1.785,-12.69,-12.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,-36.59,-12.8,-69.95,-8.04,-15.25,1.561,-8.889,-10.24,-41.97,-4.411,-15.37,-2.247,-23.78,-10.41,-11.78,-11.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,-61.55,-14.48,-60.75,-4.584,-15.02,-12.52,-4.818,-10.55,-48.97,-24.0,-11.27,-1.521,-21.04,-14.89,-6.149,-9.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,0.4018,-19.71,-32.16,-29.91,-19.65,-11.48,-9.312,-22.38,-49.4,-33.82,-6.37,-4.333,-16.89,-16.05,-3.871,-11.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,17.81,-9.285,-61.84,-24.36,-29.66,-10.95,-22.44,-17.95,-49.94,-36.98,-13.48,-10.35,-24.64,-24.64,-12.73,-19.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,-40.34,21.18,-99.18,-3.027,-31.76,-23.54,-20.8,-9.141,-61.68,-44.53,-22.18,-12.47,-34.14,-31.22,-19.22,-22.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,-34.94,20.06,-72.84,-20.27,-31.52,-17.71,-11.67,-18.69,-71.71,-42.56,-21.36,-8.769,-31.29,-24.83,-13.69,-17.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,0.9207,-4.858,-61.76,-34.41,-38.62,-6.396,-14.51,-18.94,-63.63,-30.42,-18.59,-1.891,-23.2,-12.32,-8.841,-10.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,-9.559,-5.665,-85.14,-21.47,-37.23,-16.54,-16.91,-2.481,-52.77,-24.19,-15.05,5.844,-17.36,1.108,-5.116,-1.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,-11.68,4.428,-82.56,-18.02,-29.02,-23.36,-13.42,-1.697,-51.41,-18.47,-9.932,10.38,-11.32,12.88,0.8347,6.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,-6.669,3.453,-72.92,-28.43,-28.98,-19.34,-10.59,-12.72,-47.92,-8.893,-10.59,10.26,-6.405,17.3,-1.329,4.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,-19.66,-18.36,-80.47,-39.42,-27.28,-16.27,-9.552,-12.69,-41.75,-4.276,-14.35,8.852,-5.602,17.31,-6.246,-1.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,-21.36,-39.57,-92.11,-38.6,-23.34,-11.17,-15.94,-9.753,-40.16,-3.836,-14.12,7.626,-6.962,17.18,-3.852,-1.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,-23.79,-17.35,-97.5,-24.73,-26.44,-13.4,-16.69,-12.1,-39.15,-5.963,-9.51,4.619,-5.984,14.44,0.1747,-0.4362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,-20.68,9.839,-80.88,-22.41,-22.58,-19.54,-2.359,-12.31,-37.58,-11.16,-3.24,-0.7562,-3.508,8.801,1.303,-2.534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,9.231,2.937,-61.49,-32.4,-13.02,-13.51,-0.6242,-17.05,-38.58,-15.38,-2.646,-5.716,-6.976,0.5989,-3.27,-9.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,14.7,-4.808,-67.95,-37.15,-13.24,-8.789,-9.002,-29.33,-40.91,-21.24,-6.759,-9.397,-13.92,-10.58,-10.42,-17.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,-5.809,-11.92,-74.42,-40.89,-9.5,-14.42,1.148,-30.56,-43.69,-33.41,-5.533,-14.87,-15.47,-21.67,-9.489,-20.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,0.3316,-17.74,-70.3,-45.76,-3.646,-17.45,9.463,-23.53,-47.87,-48.25,-3.036,-20.68,-18.63,-30.72,-6.264,-17.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,5.606,-6.582,-79.04,-45.54,-17.09,-15.49,-3.041,-26.01,-54.58,-58.92,-7.406,-21.76,-30.17,-36.06,-12.24,-16.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,-10.59,-11.82,-86.53,-38.94,-26.66,-13.07,-12.04,-28.52,-61.89,-59.85,-12.87,-19.69,-37.64,-33.93,-19.46,-19.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,-8.486,-25.16,-78.41,-30.82,-16.15,-12.83,-10.16,-25.22,-65.47,-51.5,-15.43,-17.91,-35.22,-26.8,-19.37,-21.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,3.738,-10.79,-79.98,-32.28,-17.69,-15.56,-10.81,-24.24,-67.06,-40.37,-19.01,-15.08,-33.28,-20.63,-18.46,-22.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,-4.918,-6.462,-92.97,-39.28,-30.85,-15.5,-13.29,-19.51,-68.65,-30.34,-21.65,-11.35,-32.61,-13.61,-17.63,-20.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,-16.12,-23.63,-95.67,-39.46,-30.34,-12.99,-12.5,-12.52,-65.95,-21.59,-19.15,-6.553,-26.78,-2.695,-10.76,-13.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
