%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-1.907,5.975,-19.84,0.0235,-5.173,-12.15,-83.13,-12.55,-23.34,-16.53,1.875,2.367,-44.12,-1.519,-15.22,9.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-23.15,-18.07,-44.45,-6.653,-54.47,-22.87,-72.83,-19.9,-51.62,-17.77,-3.126,-4.182,-33.91,-8.077,-16.27,0.4832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-41.87,-36.64,-55.66,-11.46,-81.24,-16.61,-73.03,-34.38,-70.9,-16.4,6.651,-0.2111,-20.66,-6.327,-13.16,5.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-27.35,-23.62,-29.53,-11.7,-47.23,-14.75,-92.77,-53.75,-57.82,-16.3,26.47,-1.57,-19.09,-7.794,-16.46,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-18.83,-23.3,-4.72,-7.079,-18.55,-34.57,-73.13,-47.21,-41.15,-26.14,35.38,-3.301,-4.121,-10.58,-8.879,16.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-37.39,-42.85,-20.47,7.187,-29.03,-42.98,-60.5,-22.17,-39.35,-35.42,33.86,13.55,4.55,-0.0044,11.07,25.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-43.34,-45.55,-40.05,19.89,-53.13,-33.74,-67.8,-24.61,-21.71,-20.68,18.7,11.7,-2.615,-0.9862,10.17,18.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-43.9,-43.71,-43.15,26.69,-82.61,-28.41,-68.37,-41.68,-9.513,-14.9,-1.956,-5.185,-9.473,-11.8,-2.79,4.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-52.88,-44.69,-52.82,41.84,-103.9,-20.09,-70.71,-37.2,-21.37,-27.44,-3.511,2.801,-6.121,-1.626,7.912,18.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-53.78,-39.95,-66.44,54.43,-102.9,-15.64,-77.01,-35.89,-19.72,-17.77,0.5337,14.17,-1.98,9.851,15.25,30.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-52.83,-40.81,-70.82,51.65,-99.64,-26.59,-80.95,-48.47,-16.03,-4.988,-5.122,11.53,-11.26,3.771,-2.164,16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-49.16,-36.99,-67.5,54.04,-106.3,-31.71,-71.49,-48.62,-24.99,-16.36,7.879,5.859,-5.033,-3.358,-0.5864,11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-40.55,-28.47,-62.9,71.67,-115.5,-27.8,-66.89,-46.98,-17.47,-24.29,33.22,-4.167,14.12,-11.84,15.65,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-40.33,-32.3,-67.53,91.54,-125.5,-29.75,-96.12,-51.72,-23.77,-19.7,22.71,-12.04,-14.57,-28.67,1.745,-9.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-50.31,-39.74,-85.12,97.3,-144.3,-38.77,-118.9,-43.27,-80.63,-19.55,-11.06,-14.66,-54.2,-38.21,-9.371,-22.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-66.68,-47.68,-98.12,84.89,-166.4,-50.06,-109.5,-29.43,-129.2,-18.7,-12.49,-9.19,-30.85,-18.16,17.96,7.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-68.7,-49.87,-90.64,76.86,-160.3,-52.63,-101.3,-29.49,-111.0,-5.017,14.36,5.41,6.873,15.8,37.63,38.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-51.64,-40.22,-82.39,78.68,-132.6,-49.91,-96.79,-41.12,-60.72,3.251,29.88,3.966,9.83,24.36,27.63,32.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,-44.67,-37.23,-83.26,77.46,-119.8,-48.91,-80.68,-43.11,-29.98,-4.086,38.85,-3.78,15.59,22.75,26.13,28.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,-42.12,-35.4,-67.4,82.37,-104.1,-41.87,-64.69,-25.34,-7.869,2.506,52.17,6.1,35.88,32.72,32.0,39.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,-33.61,-28.03,-45.69,82.1,-85.55,-45.58,-78.35,-21.59,15.37,14.09,52.7,3.351,37.48,27.46,17.7,33.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,-26.87,-25.68,-35.64,67.72,-97.98,-60.25,-93.48,-40.33,22.83,4.996,57.07,-5.653,30.52,21.04,8.063,26.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,-10.09,-15.34,-10.75,73.89,-104.4,-46.61,-51.44,-37.05,31.81,13.84,85.56,16.26,50.05,45.14,26.49,45.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,-0.1032,-4.736,14.5,92.77,-80.85,-19.34,-21.89,-15.43,56.21,45.54,101.2,36.33,72.11,67.97,42.17,60.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,-12.88,-10.83,11.28,94.92,-70.42,-16.51,-52.06,-8.899,77.26,48.09,91.14,33.41,68.35,65.2,39.1,59.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,-16.3,-12.83,11.57,99.19,-76.62,-23.38,-57.76,-6.449,75.41,26.13,84.2,36.18,57.82,52.72,35.23,59.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,-9.333,-10.24,23.5,102.4,-95.82,-32.15,-59.86,-2.164,27.25,9.595,73.39,38.8,40.73,44.08,38.81,63.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,-17.16,-21.87,17.65,85.22,-141.9,-57.43,-84.76,-6.704,-40.28,-2.006,56.8,32.63,26.44,47.96,54.39,77.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,-35.0,-40.27,4.198,69.37,-170.5,-79.64,-63.24,-11.0,-55.23,-3.939,64.4,38.32,48.03,62.88,82.39,101.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,-43.29,-47.7,5.74,71.34,-152.4,-69.84,-49.58,-10.39,-17.8,16.75,83.64,48.76,81.05,76.72,105.9,116.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
