%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-38.73,-51.72,-30.69,5.639,-45.72,-39.08,-33.43,-0.029,-51.12,-29.45,-20.97,27.5,-33.4,3.864,-9.532,21.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-62.86,-77.31,-29.82,-5.548,-49.46,-39.78,-11.22,7.572,-81.91,-31.03,-11.44,48.99,-36.46,17.29,-4.065,33.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-47.11,-64.34,-9.963,-22.71,-30.48,-28.36,3.147,5.161,-68.78,-22.11,8.729,55.28,-18.92,22.56,11.6,50.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-53.55,-65.66,-24.06,-27.59,-34.31,-43.87,-24.59,-7.217,-48.53,-39.1,-4.091,43.01,-23.26,3.585,5.254,44.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-99.42,-105.4,-62.79,-29.17,-55.84,-65.09,-46.84,-12.19,-55.64,-64.48,-35.8,28.13,-43.49,-10.74,-12.92,21.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-107.9,-120.9,-60.05,-39.94,-54.24,-51.87,-46.41,-7.822,-55.67,-56.04,-45.95,20.42,-43.45,1.942,-12.98,15.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-75.44,-96.73,-22.11,-29.98,-28.49,-20.42,-35.69,1.853,-34.25,-28.61,-39.56,10.66,-35.49,9.741,-12.29,7.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-50.11,-87.44,-5.437,-4.804,-14.72,-13.51,-12.56,7.76,-20.63,-17.54,-25.26,5.193,-31.25,-0.2979,-9.35,-1.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-53.76,-105.1,-11.57,-29.43,-26.35,-34.25,5.085,0.3256,-20.58,-22.15,-1.976,11.14,-17.73,-2.396,13.43,17.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-82.46,-127.8,-11.62,-67.9,-45.02,-55.82,-6.722,-4.811,-26.47,-32.68,10.07,13.97,-11.77,-1.209,23.33,34.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-102.8,-148.1,-4.511,-49.33,-54.74,-64.55,-18.13,4.326,-35.58,-44.07,10.43,17.25,-23.56,-9.015,9.569,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-106.0,-154.2,0.4612,-38.87,-58.42,-73.18,-7.356,5.282,-41.44,-56.66,12.73,22.45,-36.58,-20.72,-0.2901,14.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-99.35,-142.1,9.295,-72.13,-61.11,-90.98,-7.488,-14.4,-48.81,-85.68,3.247,1.742,-53.27,-51.4,-13.46,-8.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-70.5,-129.0,27.18,-84.36,-54.5,-94.26,-10.01,-32.69,-58.09,-118.1,-10.43,-28.5,-68.02,-87.44,-28.67,-31.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-45.56,-121.2,35.48,-76.21,-46.45,-78.76,3.427,-33.89,-60.53,-114.3,-14.01,-28.43,-73.16,-84.0,-31.47,-31.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-64.08,-127.7,5.928,-76.8,-69.75,-88.58,-15.97,-30.91,-80.3,-92.34,-43.11,-20.31,-98.66,-65.33,-47.93,-27.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-107.7,-152.0,-47.07,-76.38,-107.3,-116.7,-57.29,-35.28,-128.1,-92.44,-86.57,-19.46,-131.8,-63.38,-64.26,-25.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
