%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-0.7167,-4.103,-3.385,-1.907,-1.403,-6.959,-7.011,-0.5251,-2.556,1.456,-3.836,-0.9378,-1.732,1.296,-4.043,-0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-0.9412,-4.004,-5.504,-5.278,0.198,-5.109,-10.0,0.6573,-2.166,1.752,-7.809,-4.078,-4.255,-4.272,-9.101,-5.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-4.898,-8.636,-6.027,-8.884,-2.618,-1.569,-8.431,-2.091,-4.239,-3.588,-9.651,-3.196,-6.973,-7.714,-9.386,-6.488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-6.939,-14.87,-4.726,-11.43,-6.643,-5.331,-6.627,-6.583,-7.221,-7.049,-7.506,0.1163,-6.693,-4.852,-5.161,-2.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-5.539,-14.28,-4.882,-15.83,-6.274,-10.83,-7.142,-4.676,-5.319,-3.709,-3.68,-0.3207,-4.51,-3.097,-3.41,-1.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-7.207,-13.43,-6.158,-18.52,-6.171,-12.21,-8.78,-2.179,-4.206,-3.791,-3.521,-0.8565,-4.099,-3.143,-3.348,-1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-5.429,-11.85,-3.959,-13.31,-5.168,-10.12,-9.751,-5.147,-5.364,-6.734,-5.094,0.0339,-2.618,-1.324,-1.424,-0.3906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-2.368,-6.775,-8.117,-13.59,-5.109,-6.521,-13.03,-8.936,-3.885,-5.439,-7.197,-5.436,-3.298,-4.036,-4.355,-5.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-12.56,-12.38,-21.58,-26.76,-13.51,-11.26,-21.3,-15.14,-8.496,-8.9,-15.46,-13.95,-11.57,-12.5,-12.46,-12.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-19.95,-23.08,-18.18,-30.47,-18.26,-22.68,-20.82,-18.59,-16.11,-15.87,-16.77,-11.01,-12.16,-11.59,-11.26,-8.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-9.726,-20.61,-0.2713,-22.18,-12.34,-22.56,-8.466,-10.87,-10.24,-11.92,-5.192,-3.184,-3.267,-4.256,-4.994,-3.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-7.842,-19.88,-3.979,-25.22,-14.0,-18.35,-9.175,-10.61,-6.741,-9.029,-7.383,-9.119,-8.367,-10.99,-10.03,-10.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-18.32,-25.98,-17.27,-32.07,-20.57,-24.74,-17.56,-22.71,-16.62,-18.64,-14.37,-19.06,-15.74,-20.88,-13.95,-17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-15.18,-18.97,-11.62,-25.27,-14.89,-24.34,-9.181,-19.78,-15.34,-20.56,-0.876,-16.12,-5.917,-15.65,-6.168,-15.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-9.507,-12.76,-12.65,-16.93,-9.993,-12.27,-9.185,-7.541,-10.7,-13.86,-2.781,-10.79,-6.95,-13.01,-5.289,-16.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-18.7,-21.77,-32.65,-14.99,-15.25,-7.579,-32.26,-10.03,-25.38,-18.58,-32.78,-11.76,-25.75,-21.69,-12.7,-21.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-24.01,-23.28,-38.83,-12.39,-15.28,-6.381,-39.06,-15.56,-35.96,-23.94,-43.2,-10.59,-29.96,-22.82,-11.86,-21.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
