%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,0,0,0,0,-0,0,0,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,72.51,54.98,-34.46,-40.82,-75.41,-75.34,-118.8,-84.06,-129.3,-122.8,-142.5,-175.4,-203.6,-220.5,-30.66,-56.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,29.85,3.139,-24.58,-34.96,-43.27,-12.26,-50.81,-28.17,-57.13,-5.954,-63.04,-82.67,-85.06,-92.52,-11.63,-60.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,79.75,52.3,21.74,-40.49,7.978,29.86,-9.464,-22.53,-23.32,13.68,-13.63,-48.52,-25.92,-24.85,35.84,-12.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,96.23,83.24,-10.05,-82.21,-30.99,-23.09,-78.72,-88.58,-76.69,-100.7,-51.97,-102.4,-69.59,-68.5,66.65,48.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,27.54,35.9,-38.59,-66.6,-52.34,-36.11,-96.82,-91.69,-47.24,-67.59,-31.67,-59.76,-23.39,-21.29,76.77,87.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,50.63,57.54,-6.064,-61.16,-20.35,-22.33,-87.45,-113.2,-32.02,-26.51,-32.86,-57.53,-47.36,-49.42,65.95,82.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,61.45,33.31,-39.56,-121.4,-34.45,-30.54,-103.6,-136.1,-85.81,-108,-63.67,-85.84,-104.6,-113.4,36.72,49.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,43.75,-19.43,-71.82,-101,-57.13,-14.63,-98.25,-76.92,-87.41,-142.8,-46.43,-45.49,-70.29,-81.38,26.99,36.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,74.14,18.66,-39.87,-70.29,-53.35,-14.13,-94.33,-80.84,-52.25,-109.7,-33.02,-31.74,-50.3,-60.07,56.38,61.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,73.32,48.5,-38.79,-133,-53.04,-28.64,-85.15,-143.1,-51.78,-83.75,-48.33,-59.78,-53.08,-65.94,84.68,88.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,51.56,38.6,-69.37,-150.5,-54.42,-17.2,-75.43,-117.3,-89.92,-82.63,-86.87,-98.13,-59.02,-77.37,60.06,68.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,32.96,31.26,-85.36,-120.1,-57.42,-20.85,-98.2,-69.9,-95.56,-87.07,-107.9,-120.7,-79.63,-94.73,6.476,16.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,11.96,25.49,-77.82,-129.1,-55,-47.54,-109.4,-97.47,-50.99,-62.68,-73.97,-99.16,-83.28,-95.92,-12.19,-16.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,4.806,-0.7571,-93.24,-152.1,-68.47,-85.61,-132.6,-168.8,-87.04,-75.37,-64.99,-99.37,-98.44,-107.4,-1.118,-18.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-1.944,-43.67,-125.7,-168.1,-77.33,-92.7,-168.9,-185.1,-143.9,-111.2,-72.41,-102.6,-97.54,-88.81,18.67,6.479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,6.642,-37.6,-110.6,-180.2,-62.42,-58.72,-160.6,-148,-98.16,-88.77,-63.28,-91.99,-78.13,-63.38,35.72,34.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-5.204,-25.63,-118,-191.8,-106.1,-63.9,-159.3,-164.3,-91.76,-99.4,-92.07,-126.4,-104.3,-100.6,14.41,17.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-30.98,-47.75,-140.1,-171.8,-137.5,-61.85,-157.5,-176.1,-134.5,-154.8,-106.3,-136.1,-115.5,-111.7,-20.74,-21.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,-12.68,-36.93,-100.1,-129.5,-77.67,-40.57,-130.6,-135.3,-116.1,-154.6,-101.7,-118.4,-101.4,-95.03,-26.32,-33.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,-18.45,-18.04,-88.94,-127.8,-59.18,-75.45,-130.8,-136.9,-106.9,-123.4,-109.4,-115.9,-93.13,-93.82,-12.83,-22.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,-20.64,-11.45,-109.8,-147.7,-95.01,-76.1,-141.4,-170.3,-126.3,-113.7,-75.9,-80.68,-64.44,-67.6,13.36,7.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,19,-8.951,-106.7,-168.4,-114.3,-47.72,-154.3,-180.3,-124.7,-122.5,-65.75,-74.59,-59.84,-58.82,27.58,28.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,11.61,-11.26,-104.6,-161.2,-105.9,-68.07,-137.1,-140.4,-100.6,-90.42,-79.98,-91.87,-58.29,-54.95,16.56,27.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,9.935,13.91,-93.17,-113.4,-57.55,-72.68,-97.42,-109.1,-84.35,-47.33,-54.59,-72.53,-51.75,-48.68,14.35,31.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,23.29,-9.645,-105.6,-122.8,-46.24,-79.77,-142.5,-170.2,-104.6,-109.7,-60.63,-84.7,-87.69,-84.29,18.59,25.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,-5.449,-57.75,-121.8,-155.9,-77.79,-94.12,-173.3,-186.9,-94.78,-161.7,-63.12,-90.82,-74.49,-72.76,23.06,14.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,-13.52,-17.62,-107.8,-149.5,-91.9,-92.89,-136.9,-151,-75.28,-105.7,-48.75,-78.75,-40.13,-41.12,28.72,14.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,-29.25,-2.853,-138,-164.3,-114.6,-123.2,-160.1,-188.2,-109.8,-86.09,-78.33,-102.5,-57.29,-55.67,14.5,14.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,-42.83,-23.09,-140.2,-146.9,-102,-105.9,-151.8,-158.7,-103,-108.5,-63.36,-91.77,-43.65,-44.29,4.549,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,-1.855,-1.058,-93.02,-113.8,-70,-51.84,-95.69,-92.32,-80.41,-97.11,-41.52,-82.43,-52.07,-61.95,9.952,28.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,9.228,-18.87,-110.4,-140.5,-86.88,-59.88,-112.4,-135.4,-99.01,-95.37,-80.22,-105.6,-92.21,-101.7,4.284,2.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,17.4,-26.22,-104,-127.5,-77.96,-47.92,-116.1,-145.9,-63.25,-113.7,-79.61,-81.05,-68.49,-75.77,6.037,-10.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
