%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,0,-0,-0,-0,-0,-0,0,0,0,-0,-0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,2.52,-0.1593,1.623,3.071,-5.385,0.4299,-1.752,5.215,-10.05,-2.684,-27.9,-19.43,-13.69,-13.37,-28.66,-21.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-0.8269,-5.614,-4.981,-8.361,-11.45,-3.997,-7.603,2.393,-9.755,-4.233,-20.77,-16.32,-12.84,-15.61,-22.58,-18.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-2.254,-8.545,-13.81,-14.21,-8.056,-5.731,-8.987,1.284,0.4086,-1.807,-10.05,-7.697,-7.631,-6.398,-17.84,-15.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,1.579,-4.769,-16.31,-10.32,-4.163,-7.426,-11.17,0.3627,4.164,2.819,-10.61,-8.456,-8.496,-0.2668,-22.6,-20.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-2.515,-5.747,-12.48,-12.37,-6.274,-16.5,-21.29,-3.122,-1.894,7.142,-12.7,-12.03,-8.176,3.638,-17.16,-15.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-16.37,-8.594,-6.402,-12.63,-2.284,-20.53,-21.76,0.8264,-8.648,11.04,-23.02,-14.78,-2.984,9.784,-16.17,-8.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-18.96,-1.942,-1.892,-5.923,0.457,-11.79,-9.229,5.619,-14.51,11.87,-30.19,-14.88,0.034,6.407,-23.65,-17.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-7.194,1.478,-4.417,-9.454,-6.717,-7.175,-8.16,0.3774,-13.7,7.745,-23.36,-13.17,-3.186,-3.652,-25.54,-26.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-2.227,-3.609,-13.84,-20.26,-8.858,-13.88,-18.08,-5.411,-6.14,0.7697,-18.95,-14.58,-8.28,-7.992,-23.67,-21.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
