%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-36.46,20.33,20.8,28.49,21.11,28.95,26.48,24.86,-3.784,23.3,16.38,16.03,16.15,15.36,15.61,6.826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-23.0,18.01,8.786,9.291,9.189,25.76,41.64,14.45,-8.796,38.83,28.08,7.026,22.2,11.43,37.51,14.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-3.297,19.14,25.01,4.869,25.27,38.76,74.34,14.23,14.99,43.31,63.17,9.502,54.27,23.5,43.22,11.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,24.96,36.75,57.22,24.04,56.41,66.78,94.85,27.85,60.87,59.74,78.14,15.46,74.56,36.36,17.93,-8.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,37.65,46.9,58.28,21.2,57.61,70.84,81.35,24.46,81.9,73.85,56.07,1.963,61.47,21.52,0.06,-28.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,8.551,53.32,64.68,20.8,63.92,73.07,81.28,24.18,86.17,67.89,58.49,2.378,66.25,17.41,18.2,-18.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,9.227,59.4,72.88,29.99,69.83,77.4,90.21,30.54,95.94,67.04,71.52,12.9,70.91,25.46,28.57,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,24.26,51.03,56.95,23.41,54.74,67.32,74.25,27.05,93.2,66.48,62.32,4.879,54.89,13.98,11.45,-14.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,4.394,51.16,54.96,26.81,55.67,72.82,63.95,31.62,90.66,63.59,62.5,3.931,60.0,13.66,13.93,-12.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,6.533,61.16,60.34,41.76,61.3,92.77,82.88,44.67,100.8,81.15,68.49,13.63,76.56,36.97,35.75,17.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,31.6,57.25,56.23,43.52,56.89,98.97,99.84,47.6,103.6,102.7,65.23,5.856,79.75,46.98,41.59,21.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,44.61,57.17,73.03,45.71,72.16,99.27,90.85,43.8,105.4,110.4,69.37,-4.744,81.93,39.21,43.53,16.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,56.83,57.02,83.11,42.15,80.16,89.95,76.4,34.27,103.7,103.9,67.87,-7.642,73.97,20.91,35.78,7.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,48.09,41.31,61.2,22.22,59.95,67.39,75.33,17.72,80.37,76.28,47.8,-21.12,49.05,-5.33,-0.4693,-28.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,22.26,34.74,51.9,7.699,52.54,55.97,71.48,4.297,53.42,48.98,34.34,-33.25,33.12,-13.81,-14.05,-32.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,22.27,37.33,69.0,-2.684,68.65,60.66,69.46,0.7219,48.5,51.81,45.68,-22.4,48.09,4.314,17.46,5.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,42.47,37.77,83.29,-13.35,82.81,68.28,84.71,4.49,66.75,73.81,60.77,-5.319,74.17,24.26,29.7,14.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,43.57,45.31,75.36,-8.764,76.01,71.99,83.56,11.29,78.27,89.39,54.04,-0.0884,72.77,32.15,12.68,1.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,22.7,52.44,59.96,2.741,60.33,76.43,59.12,23.24,65.31,95.98,48.43,5.891,61.1,37.74,14.7,-0.2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,27.51,52.94,64.01,3.317,63.3,88.27,65.44,33.38,66.7,104.9,64.12,18.73,74.14,50.24,24.59,6.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,47.83,56.91,75.11,2.538,74.19,101.2,99.44,34.09,98.89,117.8,77.96,29.87,94.59,66.22,21.63,19.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,43.62,71.2,78.14,17.62,76.77,113.8,100.6,40.59,123.0,127.2,85.91,39.67,104.1,76.19,29.7,29.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,56.25,81.26,77.97,35.03,75.86,122.0,85.17,50.13,122.7,126.8,92.14,46.78,105.0,77.24,43.16,32.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,67.68,71.34,73.0,33.36,71.52,113.0,111.2,45.19,119.7,125.2,90.74,49.07,105.2,79.97,40.44,41.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,38.14,71.73,76.88,28.57,76.33,98.94,132.8,40.64,131.1,132.4,98.37,47.68,116.9,86.35,44.23,42.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,42.21,95.48,95.72,37.49,95.8,98.41,100.9,44.43,142.8,132.1,108.3,37.02,124.7,81.96,60.13,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,72.23,104.7,106.5,43.85,106.2,104.8,81.36,42.31,136.2,118.1,96.06,23.04,112.0,69.5,56.51,7.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,73.28,99.66,100.0,38.19,97.13,102.0,87.92,38.11,116.5,108.5,85.58,20.94,102.9,66.48,50.19,20.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,85.62,94.53,88.72,34.67,84.92,87.12,75.08,40.06,96.33,101.3,95.88,30.06,113.4,73.88,71.62,43.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,87.75,79.59,84.83,37.6,82.5,74.31,77.25,39.27,92.6,92.74,98.82,34.94,119.6,73.74,83.31,48.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,52.38,72.96,78.14,32.02,75.92,66.59,85.61,27.46,96.61,81.45,83.77,23.57,105.0,56.04,68.03,36.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,31.74,82.08,56.32,18.07,54.03,54.62,58.88,13.55,76.81,59.69,67.85,9.283,85.68,40.52,58.31,28.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,32.93,78.98,39.68,10.76,37.17,41.61,56.39,8.388,54.95,47.01,50.16,6.203,72.18,38.91,40.69,21.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,47.14,65.43,39.25,10.74,35.94,36.31,75.42,11.9,59.9,56.33,40.66,6.909,68.56,41.56,22.22,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,58.76,62.52,38.54,14.93,36.18,42.28,45.09,20.61,64.12,69.47,56.54,12.56,84.78,53.28,44.92,10.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,40.39,69.29,32.81,22.12,31.77,54.69,9.79,24.85,57.37,79.24,61.96,21.16,93.78,68.62,53.74,36.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,36.1,84.83,42.03,32.17,42.43,77.12,19.85,26.69,63.97,91.32,44.2,24.25,80.85,73.66,14.51,38.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,60.53,103.1,76.86,43.87,78.74,107.6,42.31,34.08,85.06,105.5,44.68,25.1,78.43,71.53,2.459,17.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,58.9,95.23,95.21,37.4,95.29,102.9,55.65,26.13,93.9,100.5,54.2,10.38,76.69,52.78,23.84,2.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,43.86,71.46,73.39,17.48,71.33,62.1,54.7,4.008,77.95,65.47,57.14,-15.6,62.25,26.75,31.53,-2.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,59.67,68.91,58.86,14.69,57.88,43.43,48.85,-3.733,57.58,35.7,63.76,-18.4,58.68,21.03,27.73,2.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,89.3,72.88,73.62,21.99,73.86,52.57,63.76,-4.237,49.7,29.85,55.49,-6.893,55.19,24.16,14.77,5.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,103.8,81.45,95.98,32.86,95.24,72.82,76.85,-1.698,59.41,36.65,45.99,-1.836,48.64,29.67,2.864,-3.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,93.56,104.3,94.86,46.97,93.11,90.19,45.06,6.081,69.89,48.41,45.11,0.1926,48.23,36.3,-4.718,-11.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,55.22,94.6,56.71,41.31,56.94,73.67,-2.672,2.825,46.77,47.25,26.4,-2.492,41.98,30.9,-17.1,-17.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,32.77,70.22,41.53,35.73,43.6,57.07,2.03,5.678,27.66,47.37,28.85,3.329,55.5,38.38,-2.203,-5.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,64.77,86.43,68.96,48.33,69.91,71.06,46.36,22.21,58.62,68.03,60.13,15.33,86.54,54.53,26.09,11.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,91.5,100.4,76.89,45.25,77.85,71.95,60.96,23.18,88.98,76.3,66.04,9.051,90.19,43.17,25.67,-0.1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,89.75,100.5,81.74,36.53,82.05,67.37,60.01,18.6,99.33,74.91,71.85,8.612,90.79,39.61,31.42,0.5187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,106.0,118.2,102.6,45.18,100.2,79.69,79.31,22.93,112.7,84.8,84.52,27.37,101.7,62.2,42.54,28.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,114.8,117.2,91.57,46.08,90.64,73.63,77.03,21.5,100.7,81.09,70.51,31.2,95.7,69.91,35.55,27.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,112.0,102.5,83.18,39.62,83.66,60.9,72.52,21.46,84.17,76.82,74.66,26.38,105.2,70.96,54.04,22.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,128.3,117.0,113.6,41.56,110.4,68.33,115.2,27.07,110.8,92.59,93.55,26.71,128.7,74.05,67.2,32.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,126.5,132.2,116.0,37.93,110.9,63.53,116.5,22.3,123.9,90.78,67.79,10.22,107.0,52.53,24.43,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,117.1,126.5,79.65,30.49,76.54,46.77,45.53,14.1,78.67,67.33,37.11,-12.07,68.74,32.25,1.036,0.9651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,119.0,122.2,62.0,35.21,60.22,53.6,12.75,15.93,34.62,59.79,33.46,-18.21,59.03,36.16,16.74,9.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,96.7,115.9,49.81,39.57,47.94,59.3,12.24,13.98,15.01,61.39,14.68,-20.5,38.67,26.81,1.022,-4.391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,86.3,91.85,19.09,34.48,17.85,39.07,-10.23,4.182,-18.71,48.9,-7.6,-17.15,6.95,9.113,-25.14,-9.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,92.48,68.3,14.11,37.93,14.36,35.57,-7.339,8.119,-38.8,43.73,-1.818,-0.9697,13.34,22.77,-19.65,12.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,57.23,66.17,39.42,46.59,39.51,59.51,24.65,22.8,-1.066,67.42,15.09,12.56,45.28,54.17,-0.375,21.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,24.35,70.42,51.72,49.78,51.24,77.4,51.12,32.98,55.24,103.2,38.9,22.72,78.37,87.61,25.87,31.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,40.12,72.45,65.25,63.97,66.27,97.68,72.39,46.62,97.93,142.1,68.97,33.49,118.8,124.3,48.11,49.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,63.63,86.71,94.89,82.15,96.63,123.3,85.03,61.26,138.7,178.6,92.34,41.16,154.0,145.5,58.26,53.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,76.56,106.0,112.8,85.66,112.6,130.0,99.16,65.68,166.0,191.3,114.1,52.75,169.8,148.9,70.79,58.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,99.74,112.7,116.7,82.9,114.7,121.2,98.49,60.18,164.0,182.7,116.1,56.04,161.0,134.4,68.37,61.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
