%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,34.47,43.79,39.49,31.72,34.74,40.97,-32.14,-15.01,29.84,21.77,122.8,49.12,53.82,33.6,64.24,96.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,49.6,52.62,26.28,31.57,18.08,36.21,-8.567,35.41,37.03,20.4,12.93,4.132,53.01,10.65,27.17,31.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,30.85,26.94,19.82,23.81,-13.04,10.73,1.038,54.37,12.3,-3.166,-39.8,17.51,44.01,5.576,28.13,26.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,21.53,13.44,35.66,25.52,-2.264,-4.019,-14.21,22.95,10.92,2.587,96.1,109.4,66.34,50.26,88.3,82.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,21.36,5.778,25.86,15.47,12.96,-26.94,8.19,11.19,67.13,37.41,127.1,64.55,67.53,47.5,64.83,19.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-13.58,-27.89,0.3956,-1.937,-16.05,-46.23,22.84,20.57,89.56,33.69,43.73,-50.17,31.23,3.844,6.698,-38.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-34.54,-39.2,-20.42,2.218,-30.13,-19.61,-27.35,31.06,54.15,22.97,48.05,12.95,44.15,35.71,37.56,25.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-1.297,-7.494,-28.71,23.38,8.135,19.28,-63.7,32.51,84.79,73.31,52.08,125.8,115.0,97.74,88.69,77.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,15.88,2.73,-4.064,30.13,18.89,12.16,-0.8511,29.34,135.6,104.6,7.75,81.01,115.5,76.95,67.6,53.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-12.18,-19.71,9.953,14.7,-19.76,-13.18,85.45,33.53,66.32,61.73,21.26,17.62,40.29,37.15,24.65,28.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-33.48,-30.0,-32.47,10.35,-30.58,-5.082,19.72,33.56,15.46,46.95,43.57,38.93,38.32,51.06,24.34,32.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
