%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,7.105,5.276,43.66,-4.71,15.91,6.47,5.877,5.16,14.41,9.161,7.59,7.626,4.963,1.158,3.551,4.528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,0.4873,6.443,8.412,13.82,7.447,-5.137,-5.343,-6.899,9.151,2.88,-0.6491,-2.466,-2.498,-5.176,-2.457,-2.428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-6.009,4.252,-9.424,18.72,-9.348,-10.13,-14.03,-1.29,9.482,-3.761,-3.064,-3.867,0.0338,-5.252,0.094,-1.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,2.844,11.29,10.24,25.08,-7.359,2.897,1.219,9.94,8.65,-2.004,6.625,9.858,15.43,5.116,11.73,11.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,15.56,26.67,18.5,45.25,7.883,14.4,22.67,12.53,-0.0702,3.607,12.39,16.82,22.49,12.84,15.7,16.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,19.96,29.88,32.02,40.6,19.9,17.42,26.27,25.41,11.87,9.628,12.33,14.59,18.26,12.12,10.8,9.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,14.83,16.13,19.05,22.38,19.09,12.32,16.06,20.61,21.17,8.482,5.939,5.612,7.779,4.064,-0.1532,-2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,1.251,3.955,-17.38,12.51,3.253,0.5079,1.853,-7.424,5.455,1.67,-1.216,-3.831,0.6804,-3.727,-7.053,-8.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-1.331,9.589,5.13,3.102,-1.331,-0.5209,-5.296,-12.17,6.752,1.94,7.518,4.204,10.08,2.019,3.108,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,14.04,24.51,37.16,10.61,14.43,10.54,4.818,0.9458,19.85,10.54,16.98,15.84,19.6,11.06,12.33,10.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,18.48,26.35,16.72,36.31,16.89,14,13.84,9.39,14.9,14.63,7.256,9.543,12.25,5.451,7.226,3.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,11.46,18.1,16.99,47.76,8.819,11.86,10.07,18.79,14.46,7.886,2.829,6.366,7.935,0.8383,8.646,5.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,11.78,13.35,33.65,35.83,9.025,8.316,8.813,15.78,8.422,1.449,9.951,11.12,11.17,5.189,13,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,3.044,4.484,9.372,17.68,-1.407,-2.805,5.411,3.261,-12.94,3.961,4.747,4.234,8.242,2.397,5.47,6.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-6.001,1.774,0.8637,12.55,-8.25,-0.503,1.572,6.699,0.3669,10.91,5.926,7.854,15.32,5.096,10.27,14.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,15.45,21.9,30.31,23.73,9.071,20.17,11.72,7.833,30.29,14.96,21.42,25.27,26.95,14.76,21.48,22.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,29.64,29.49,26.54,29.14,10.13,17.36,9.596,-5.766,15.03,6.098,8.914,11.51,8.886,-0.4252,1.332,0.8231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,3.746,6.199,-4.649,17.89,-7.987,-6.811,-7.349,0.6348,-9.677,-8.743,-15.96,-14.03,-11.03,-17.95,-17.91,-14.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,-11.65,-2.249,6.245,21.27,-1.036,-5.749,-1.41,26.34,4.06,-3.076,-1.748,-0.4111,7.378,0.4616,3.345,8.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,7.33,15.85,44.07,46.76,18.87,12.88,12.44,32.49,24.4,18.32,25.05,23.73,30.13,21.78,24.52,25.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,21.21,26.95,44.01,38.07,23.17,17.01,13.05,11.03,26.56,25.35,26.23,23.24,27.8,16.46,18.78,18.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,17.77,24.53,17.53,-0.867,14.81,11.98,14.53,-17.04,23.05,14.17,14.68,12.61,15.92,2.048,7.162,8.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,8.909,13.75,9.508,8.426,-0.6971,4.962,5.166,-19.6,11.7,0.6098,0.1699,-0.4064,2.169,-9.418,-4.652,-1.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,-0.4811,1.813,14.13,42.2,-4.188,-0.6622,-9.349,6.07,-4.197,-4.053,-5.688,-6.176,-3.797,-12.5,-8.603,-6.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,0.6282,6.67,18.04,26.25,12.53,4.694,2.124,12.84,-3.428,0.0912,6.777,3.069,4.301,-6.297,1.338,-1.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,3.931,14.8,18.53,5.319,20.01,5.24,10.04,-3.045,5.05,2.921,10.08,1.949,5.488,-3.674,1.024,-1.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
