%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,0,0,0,-0,0,0,0,0,-0,0,0,-0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,18.17,2.265,12.59,18.16,9.473,22.08,-33.37,0.6602,-13.99,-41.26,-19.44,-13.66,-27.98,-36.24,-2.692,-5.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,26.84,-9.605,41.41,34.16,34.42,48.25,-21.74,17.73,6.02,-43.84,-19.31,-11.9,-42.45,-49.83,-19.61,-34.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,38.01,-2.945,56.65,22.05,50.42,62.18,13.22,31.5,27.56,-27.02,4.535,6.284,-42.44,-42.31,-13.72,-44.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,38.64,2.201,41.63,0.5055,31.22,40.95,2.292,8.616,13.36,-41.2,10.35,5.737,-51.39,-44.93,8.475,-24.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,14.27,-23.13,23.07,-12.77,2.617,4.288,-29.76,-18.08,-7.991,-67.38,-17.21,-19.7,-65.85,-62.05,0.8448,-19.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-7.328,-32.19,11.5,-27.69,-3.428,-4.766,-17.16,-7.712,-2.964,-49.71,-28.52,-26.46,-56.08,-62.29,-24.39,-34.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-2.819,-10.32,11.43,-8.689,7.95,10.78,-9.765,-0.3882,6.837,-23.88,-8.502,-10.91,-39.62,-51.98,-29.37,-46.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,8.34,-11.05,30.96,38.54,18.61,15.39,-52.81,-16.29,-3.181,-45.35,1.461,-8.673,-49.18,-56.49,-14.54,-46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,2.023,-41.61,36.05,32.57,12.5,2.522,-81.63,-28.68,-16.63,-68.39,-6.083,-17.25,-66.74,-60.11,2.795,-39.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-9.363,-61.21,19.75,-11.35,1.047,-11,-68.92,-44.49,-12.18,-62.75,-7.186,-18.39,-75.67,-61.2,5.714,-39.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-17.94,-75.31,8.308,-28.83,-5.594,-35.45,-80.45,-54.6,-6.692,-79.33,-11.17,-26.55,-91.4,-79.45,-13.5,-53.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-46.9,-107.2,-27.28,-53.48,-35.14,-78.94,-126.3,-49.51,-20.32,-102.7,-21.16,-39.85,-96.03,-79.74,-31.07,-60.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-70.09,-106.5,-67.49,-93.63,-57.3,-90.4,-113.1,-56.09,-23.74,-71.71,-5.221,-23.22,-56.35,-38.52,-16.68,-34.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-38.7,-42.32,-36.07,-80.04,-16.28,-46.47,-36.67,-36.02,3.759,-30.22,20.15,7.466,-14.53,-15.66,17.81,-0.0157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,1.154,-6.156,20.41,-18,28.71,-9.814,-24.12,16.6,27.32,-35.72,11.89,4.787,-23.57,-35.22,30.71,2.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-2.028,-37.46,29.44,16.68,25.77,-5.005,-71.34,3.067,30.5,-45.85,-1.135,-9.282,-41.35,-46.85,10.51,-27.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-5.534,-46.44,31.67,9.684,25,3.5,-60.54,-39.1,32.66,-33.02,15.6,5.552,-25.14,-42.25,-6.878,-44.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,16.77,-14.25,46.5,6.538,35.78,15.5,-13.18,-5.13,33.22,-26.49,32.71,29.77,-5.563,-35.78,8.753,-21.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,35.11,5.113,42.37,16.62,31.37,24.69,11.55,35.22,26.37,-19.96,31.66,40.51,4.076,-10.99,40.42,18.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,46.16,21.63,37.68,26.55,38.78,48.21,38.61,39.66,33.16,8.309,43.72,54.99,21.55,14.27,61.55,42.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,69.23,47.07,55.61,52.77,70.24,77.81,53.25,64.98,68.13,34.04,85.22,85.39,43.16,19.42,79.38,45.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,93.01,54.86,66.51,72,83.36,84.26,33.33,58.37,90.5,23.87,101.4,93.13,50.09,26.6,93.27,42.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,79.48,40.31,46.21,38.86,56,54.46,13.77,3.562,58.49,-6.833,51.55,46.02,26.59,25.43,69.04,28.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,33.82,19.29,23.08,2.275,31.66,20.45,9.244,6.107,26.71,-7.429,10.51,3.987,-1.252,8.934,16.53,-1.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
