%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,0,0,-0,0,-0,-0,0,-0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,0.2085,1.516,-3.659,-12.26,-1.603,-0.2028,3.293,5.855,-11.4,10.37,0.7488,1.794,9.56,0.3408,1.499,9.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,4.004,7.34,7.537,-3.061,-3.429,14.39,8.883,6.524,11.12,13.66,0.8495,7.355,11.54,6.748,6.817,10.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,8.931,13.18,17.2,12,6.702,22.58,22.23,10.05,23.65,17.6,5.831,6.69,9.589,6.781,6.325,3.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,9.219,13.84,9.297,10.57,10.16,17.77,26.56,9.664,9.606,18.64,8.569,3.049,7.289,5,2.23,-0.5449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,8.854,13.38,7.756,7.392,12.19,20.71,20.04,8.392,6.074,14.19,6.602,6.534,10.01,9.876,3.688,4.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,14.47,17.43,17.91,15.62,26.7,30.26,25.85,14.22,14.88,12.05,7.384,12.05,15.42,7.804,6.847,8.737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,20.75,22.98,10.49,16.85,21.39,30.5,33.46,15.05,16.96,9.648,9.303,14.13,15.19,4.058,8.362,8.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,19.86,21.61,-2.864,6.977,-0.1179,25.57,22.99,14.89,16.14,8.585,9.772,11.34,10.74,11.43,7.466,10.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,12.2,10.5,2.876,3.033,-4.451,24.35,12.44,20.57,15.2,15.06,8.667,4.045,3.031,9.901,2.817,5.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
