%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,20.63,32.51,-5.13,16.12,-12.31,16.05,12.69,16.67,27.34,25.54,17.4,7.46,19.17,6.072,-2.14,0.5339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-2.035,11.69,5.215,15.53,-10.93,15.11,17.03,0.1715,25.71,21.26,38.64,-2.851,26.16,3.854,4.559,0.1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,20.72,39.02,48.96,10.25,27.6,9.568,32.58,4.666,36.99,17.21,59.48,-5.253,47.85,15.55,19.24,12.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,68.9,51.46,81.83,18.49,54.49,18.3,46.1,16.68,67.12,39.96,56.09,0.6875,65.59,27.67,27.75,13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,65.45,-5.594,78.02,21.22,37.21,21.98,46.42,8.27,72.45,50.67,43.94,-8.993,55.29,18.8,26.05,-1.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,41.87,8.051,70.34,10.41,43.81,11.72,49.4,0.667,59.61,33.31,50.89,-16.9,49.41,14.73,28.53,6.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,36.88,73.88,56.22,11.04,71.15,12.26,41.98,-15.45,59.22,29.04,50.69,-6.529,54.54,22.63,31.44,22.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,61.32,72.87,40.3,19.58,47.52,19.61,19.4,-15.88,60.94,34.27,35.13,-3.838,43.92,18.28,16.09,9.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,99.68,52.63,58.79,24.69,27.05,23.16,11.34,20.73,53.93,31.46,34.97,-9.209,28.82,15.61,2.773,0.9831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,106.7,57.15,80.5,33.92,55.01,32.49,15.27,34.46,48.53,47.73,44.22,7.601,27.92,32.94,11.61,18.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,81.9,47.16,66.73,45.2,53.42,44.16,5.277,27.35,42.75,67.04,40.12,34.79,28.39,43.49,9.161,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
