%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,-0,0,-0,0,-0,-0,-0,-0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,9.613,-3.914,4.522,9.015,33.76,15.36,12.76,8.083,13.24,-28.59,-26.43,-12.29,-3.06,-8.601,-19.44,0.2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,39.65,17.77,20.97,13.36,69.84,43.69,38.39,30,42.22,-19.54,-14.71,3.833,0.2626,-6.829,-17.29,-4.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,48.26,30.7,-2.557,13.6,61.06,51.88,45.2,34.17,31.46,-15.57,-18.72,3.678,-11.88,-18.95,-28.28,-30.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,47.34,36.59,-13.17,-8.025,48.75,57.29,21.82,11.99,21.53,-13.87,-24.1,0.6868,-10.51,-24.98,-45.14,-46.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,64.77,43.87,-31.92,-71.71,61.02,59.78,-17.07,-23.95,33.97,-12.45,-13.8,1.536,-8.077,-27.32,-61.84,-60.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,61.44,19.88,-139.7,-145.1,35.48,24.39,-63.2,-69.43,15.31,-39.89,-36.77,-32.7,-48.58,-52.42,-94.64,-99.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,31.11,-17.74,-229.8,-199.2,-7.965,-12.91,-107.8,-112.1,4.816,-61.59,-62.59,-57.84,-74.47,-61.96,-106.3,-118.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,13.96,-28.45,-258.3,-269.2,-16.23,-29.26,-154,-155,18.26,-63.62,-56.26,-45.74,-63.37,-56.08,-94.13,-116.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,4.661,-35.93,-322.7,-356.7,-36.62,-59.97,-204.8,-205.9,-2.49,-77.83,-64.71,-54.13,-79.15,-79.73,-106.4,-141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
