%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,15.49,-2.897,-20.47,-13.51,-9.662,-1.391,21.29,-6.007,8.126,-2.916,-0.1934,0.3233,5.561,-3.786,13.0,11.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,28.35,11.53,-9.588,-0.5445,12.62,7.246,16.79,-7.961,18.42,5.211,-6.343,-11.16,0.8446,-13.41,6.534,9.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,35.03,27.84,8.189,6.849,17.77,10.4,17.82,-14.41,15.16,2.607,-14.15,-33.37,-8.134,-34.7,-9.925,-12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,31.76,28.01,17.18,5.46,8.58,12.64,28.88,-20.97,9.974,-6.94,-9.478,-48.66,-1.495,-44.66,-10.03,-23.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,35.38,23.89,5.573,5.931,17.21,18.95,19.92,-19.86,16.41,-5.84,2.961,-47.98,8.373,-38.66,-7.035,-16.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,38.84,23.01,-7.714,-7.254,17.87,18.62,5.897,-20.16,12.24,-9.612,5.563,-43.89,5.616,-41.36,-14.55,-17.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,27.98,21.71,16.97,-10.51,15.51,25.17,22.4,-24.22,6.492,-17.25,2.762,-48.33,4.268,-49.11,-18.84,-25.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,33.94,28.62,34.66,14.57,24.91,37.22,38.26,-24.63,18.24,-10.65,-5.304,-59.48,-11.31,-55.56,-37.83,-39.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,47.56,37.77,16.6,25.93,16.68,33.45,15.34,-23.15,9.344,-9.085,-25.03,-64.83,-43.52,-61.88,-65.86,-50.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,39.32,39.68,11.69,18.3,10.74,36.73,8.206,-21.97,-15.13,-17.37,-33.45,-60.84,-43.88,-55.19,-63.94,-46.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,39.99,45.42,10.62,25.03,27.26,52.47,29.71,-20.17,-6.917,-10.31,-29.57,-62.42,-30.05,-51.8,-61.06,-56.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
