%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,0,0,0,-0,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,86.91,82.41,74.08,67.92,114.1,69.19,91.52,58.71,117.6,69.36,139.4,109.9,93.38,86.26,115.2,103.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,136.6,130.4,82.81,79.08,103.9,83.12,108.7,59.43,111.9,76.85,144.2,122.7,93.39,91.19,107,88.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,112.4,115.8,48.78,38.85,59.44,47.76,74.02,22.71,46.37,43.87,63.46,73.62,48.34,63.84,29.21,29.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,55.27,66.24,9.56,-2.637,31.67,9.884,31.04,-0.099,-14.06,8.966,-24.28,7.548,2.946,27.34,-49.93,-25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,18.97,36.28,-14.74,-13.74,-11.07,-5.082,6.768,-0.4807,-55.49,-8.062,-86.05,-51.19,-32.22,-17.78,-116.3,-79.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-7.748,27.64,-13.68,-13.38,-30.12,-13.3,1.564,-5.265,-71.22,-11.04,-117.2,-80.57,-43.52,-34.49,-159.7,-102.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-30.66,17.87,-14.48,-20.54,-13.78,-20.68,-5.184,-17.8,-96.76,-18.05,-147.8,-97.94,-55.47,-38.09,-186.7,-111.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-33.78,16.16,-26.2,-15.9,-14,-8.734,3.001,-18.85,-118.8,-16.57,-162.3,-104.1,-70.12,-51.21,-191.1,-126.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-25.84,22.93,-12.39,2.393,-30.75,9.4,27.47,-13.32,-93.88,-9.315,-143,-91.98,-70.74,-61.78,-176.6,-130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
