%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,22.14,12.25,26.97,-4.955,11.56,17.7,28.7,-35.27,-27.28,-6.783,7.707,3.522,-5.904,-3.837,-10.44,-3.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,34.22,38.42,42.99,-4.6,5.171,-6.982,4.68,-34.52,-19.99,-20.99,-1.784,3.925,-10.47,-2.321,-4.523,-3.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,29.3,27.28,30.31,1.047,5.046,-2.911,-45.61,-3.426,-3.237,-22.89,-4.51,2.731,-18.75,-7.05,-2.279,-6.568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,13.67,-14.09,2.096,3.599,7.577,-3.533,-78.47,-9.416,-15.75,-14.52,0.2925,-10.73,-31.04,-19.12,-13.28,-10.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,9.234,-29.26,2.08,0.5239,3.375,-33.3,-73.61,-53.31,-35.37,-2.311,-7.346,-23.44,-27.11,-15.49,-13.76,-6.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,12.73,-15.38,21.43,-9.631,6.451,-18.54,-42.62,-58.37,-24.78,-11.18,-14.97,-25.07,-9.95,-5.924,-9.044,-6.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,8.132,13.93,24.79,-21.04,15.64,10.86,-13.68,-21.06,-20.17,-43.91,-10.13,-16.74,-2.662,-15.75,-11.58,-12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,14.67,38.86,25.52,-10.46,15.64,3.307,-3.164,-11.08,-49.49,-35.82,-7.612,7.812,1.812,-21.78,-4.133,-1.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,23.82,27.72,24.82,15.92,-9.621,-17.6,-26.64,-43.03,-57.91,-8.522,-12.23,8.236,3.638,-14.19,2.561,10.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
