%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,0,0,0,0,0,0,0,0,0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,14.51,6.137,1.687,-13.07,-24.76,-11.65,-12.52,-4.141,-33.66,2.52,-11.09,-22.31,-3.413,-2.984,-31.62,-16.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-6.744,-8.755,-33.39,-30.28,-59.14,-48.01,-38.95,-14.1,-69.58,9.615,-21.86,-32.96,-5.855,1.527,-37.67,-19.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-17.67,-18.11,-47.04,-28,-55.35,-61.49,-53.24,-22.98,-60.32,-1.107,-18.52,-19.36,-5.87,2.122,-18.38,-6.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,4.647,-12.95,-35.95,-20.54,-36.52,-43.38,-44.84,-29.51,-26.53,-19.12,0.9649,7.111,5.203,1.695,2.083,13.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,26.27,-6.057,-23.43,-9.005,-28.43,-20.87,-23.37,-18.78,-6.82,-12.62,25.35,31.73,27.89,13.11,20.71,36.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,52.35,18.14,6.902,13.39,-0.35,5.175,2.967,-2.532,31.74,11.88,62.03,74.19,65.95,38.6,63.89,78.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,98.73,60.38,19.4,-0.9558,14.49,16.29,7.955,-23.59,59.75,18.75,89.21,111.1,92.98,53.29,92.07,102.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,105.4,65.49,-12.25,-41.79,-30.1,-13.14,-17.65,-52.73,6.485,-11.56,51.71,71.61,47.94,20.79,34.98,42.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,42.08,13.35,-36.12,-43.52,-72.47,-48.71,-40.46,-45.56,-64.4,-47.63,-14.73,-4.835,-30.86,-29.37,-49.38,-39.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-7.436,-29.61,-37.04,-30.39,-51.78,-44.97,-48.43,-41,-75.36,-49.11,-32.25,-29.27,-52.55,-40.05,-75.1,-62.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-9.47,-31.69,-56.28,-44.19,-50.56,-47.13,-58.02,-57.27,-71.74,-30.37,-22.93,-28.97,-40.62,-28.7,-71.39,-64.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-17.23,-30.44,-86.99,-50.47,-118.8,-92.41,-60.82,-56.96,-78.57,-18.61,-24.29,-39.64,-39.91,-25.96,-69.02,-69.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-24.68,-34.41,-86.87,-40.42,-129,-105.4,-54,-46.88,-70.64,-15.21,-21.89,-39.08,-35.88,-22.89,-62.32,-58.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
