%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,8.69,-21.65,24.87,15.01,-7.591,4.211,-5.795,6.994,-14.84,13.87,-13.07,12.37,-0.6136,8.783,-10.83,4.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,6.191,5.805,33.54,26.05,-8.806,13.5,-46.28,8.72,-10.3,18.24,-18.43,25.49,1.155,14.29,-19.01,12.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-26.9,12.25,1.498,12.84,-19.85,4.638,-69.72,1.663,-14.97,14.24,-12.88,25.88,0.724,-0.2093,-17.59,16.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-11.1,5.261,8.357,0.594,-18.11,-8.315,10.26,-4.534,-16.37,-1.796,15.17,13.76,5.273,-27.38,-6.105,9.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,68.12,30.71,66.88,15.04,8.732,1.104,100.9,2.537,10.2,-13.9,45.55,10.92,16.01,-35.02,0.3963,-4.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,90.05,27.0,78.69,26.71,21.65,12.24,78.69,20.18,26.31,-4.6,41.24,17.84,16.62,-21.0,-8.57,-15.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,48.19,-0.9674,62.86,24.84,17.69,12.82,34.76,31.74,16.1,0.8985,18.14,13.63,0.7181,-17.5,-22.23,-18.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,16.33,12.78,58.11,20.25,18.89,9.429,28.85,24.0,7.963,-18.36,1.482,-2.159,-26.81,-38.17,-31.61,-20.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,0.5008,18.44,35.15,9.727,11.62,-5.352,10.25,13.07,-3.547,-45.52,-4.797,-13.93,-42.53,-56.29,-36.59,-23.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,19.0,-2.694,35.04,7.975,-7.293,-13.89,25.31,17.11,-16.06,-58.95,13.55,-20.48,-20.23,-53.57,-28.01,-17.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,44.52,8.538,49.64,4.217,-17.22,-7.946,54.06,14.45,-6.524,-58.34,26.96,-34.7,0.4376,-58.42,-13.32,-10.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,13.64,20.63,11.3,-18.49,-11.15,-18.29,-8.865,0.8748,-2.316,-66.67,2.202,-45.38,-16.95,-75.93,-21.44,-22.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,0.6553,-0.2037,-4.242,-6.602,-0.8081,-26.35,-60.47,7.674,-16.64,-81.34,-2.453,-27.23,-20.46,-66.95,-43.15,-39.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,35.48,-11.2,43.78,30.38,-11.47,-12.6,12.1,23.35,-13.96,-74.15,26.47,-9.238,-4.181,-52.54,-44.4,-34.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,18.15,-6.155,47.78,9.435,-45.62,-27.06,76.31,20.67,-14.93,-67.95,21.38,-24.45,-20.61,-71.89,-28.87,-20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-9.027,-19.53,14.78,-29.54,-72.55,-60.99,46.97,11.74,-42.61,-85.49,11.9,-34.9,-30.49,-80.22,-10.42,-12.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,15.35,-60.98,27.67,-21.98,-78.17,-57.24,15.63,7.461,-39.35,-88.87,42.1,-25.46,-2.826,-58.31,10.64,-1.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,2.437,-77.44,48.01,-14.41,-64.25,-40.87,23.91,12.43,0.0108,-76.24,48.1,-28.17,0.6903,-51.16,14.55,7.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,-29.45,-14.53,39.55,-18.6,-40.51,-40.17,40.81,31.42,7.033,-78.1,25.23,-27.0,-18.16,-47.25,-8.839,1.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,6.367,51.07,45.34,-0.2744,-32.41,-31.78,60.45,46.49,-12.18,-74.76,40.63,-3.422,-6.919,-22.7,-25.49,0.3633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,45.9,30.09,69.01,14.3,-32.25,-18.65,70.97,45.15,-6.697,-57.05,71.9,13.05,20.06,-6.316,-10.12,22.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,33.34,-17.98,70.02,2.304,-20.03,-14.47,42.42,39.39,16.54,-47.61,74.08,11.54,36.32,-1.634,19.16,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,11.28,-35.56,49.71,-11.77,-22.78,-16.54,5.126,37.12,24.41,-44.95,69.21,2.819,38.6,5.634,35.44,63.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,9.433,-35.06,42.47,-12.0,-43.14,-20.16,38.12,33.45,9.074,-48.51,74.57,-4.85,30.65,5.047,32.25,52.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,36.73,6.756,56.01,1.044,-30.46,-6.21,121.8,33.82,3.047,-53.73,85.57,3.204,36.47,2.508,21.93,39.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,69.89,63.22,80.34,19.9,17.82,22.92,143.7,47.18,38.27,-35.01,96.34,16.64,53.75,7.444,18.82,42.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,60.09,44.36,109.0,19.85,45.7,31.12,94.79,52.3,71.8,-10.21,90.4,11.76,52.69,12.09,24.3,52.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,30.8,-9.881,121.7,-4.743,34.37,16.2,75.95,42.27,56.76,-13.68,73.98,0.095,41.32,18.37,26.74,51.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,39.23,-7.755,105.8,-16.03,12.03,1.266,95.11,42.55,29.8,-27.8,63.96,-5.821,28.28,16.18,13.43,36.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,53.3,8.285,77.34,-5.134,-16.98,-14.16,70.85,32.69,9.183,-43.05,46.62,-16.87,0.9095,-5.895,-13.11,14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,29.33,-2.055,55.59,-5.406,-49.72,-26.65,30.26,2.92,-23.21,-68.48,25.99,-28.41,-19.95,-22.75,-36.64,-4.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,12.61,-1.464,50.7,-11.5,-53.1,-25.94,33.18,4.915,-33.26,-78.23,24.23,-26.5,-21.56,-26.69,-48.47,-9.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,19.67,-0.8898,53.38,-11.13,-47.02,-32.21,1.788,18.24,-17.86,-70.89,22.94,-21.39,-29.72,-37.82,-49.45,-5.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,1.771,-23.09,45.23,-27.82,-67.31,-58.13,-63.34,-9.107,-24.58,-84.97,10.08,-30.49,-39.73,-47.94,-41.57,-3.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,-29.47,-51.93,28.55,-46.66,-71.92,-74.22,-30.63,-23.58,-37.0,-110.4,12.15,-41.51,-33.82,-45.7,-33.73,-5.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,-28.63,-64.18,18.59,-35.64,-53.16,-66.8,37.64,7.378,-29.97,-111.8,28.25,-32.92,-27.97,-38.73,-34.08,-4.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,-1.927,-35.51,23.8,-22.2,-55.73,-52.32,15.56,16.39,-19.17,-99.33,28.3,-24.25,-28.34,-31.35,-37.29,7.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,15.92,-15.5,33.01,-28.01,-56.66,-31.73,-9.859,-9.743,-1.315,-91.15,18.63,-33.96,-21.63,-30.51,-34.37,15.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,11.87,-40.55,36.21,-25.85,-42.31,-14.6,22.79,-7.791,14.64,-81.37,29.28,-33.4,-8.323,-35.93,-24.37,10.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,14.7,-26.47,45.42,-16.34,-44.98,-26.93,42.09,18.15,12.94,-73.37,40.15,-22.8,-5.993,-39.76,-19.23,5.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,24.35,4.509,45.98,-26.55,-48.56,-53.75,26.87,15.61,10.1,-75.84,18.26,-31.05,-25.33,-48.55,-32.01,7.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,10.75,-28.37,22.8,-36.61,-43.6,-60.13,-9.152,8.017,3.947,-78.06,5.064,-34.23,-37.38,-56.12,-48.42,11.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,6.555,-35.46,17.13,-25.16,-42.55,-43.25,-43.18,24.39,-3.049,-70.5,32.72,-18.42,-16.22,-40.41,-42.05,21.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,25.14,-6.397,38.71,-20.77,-23.34,-17.48,-20.84,28.13,16.64,-54.41,55.47,-15.7,7.94,-9.186,-16.86,40.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,30.44,-22.81,56.71,-19.28,-5.631,0.6421,40.96,30.65,37.32,-32.07,55.37,-19.45,13.06,10.01,2.824,54.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,38.22,-7.087,73.74,6.335,-18.61,3.821,59.79,55.25,26.2,-20.17,51.2,-14.38,13.07,10.2,0.4684,58.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,44.26,43.33,75.73,18.08,-20.5,-1.382,35.8,49.66,14.42,-33.14,39.4,-22.17,5.28,0.9126,-25.81,46.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,25.31,22.58,53.33,-1.75,-12.65,-15.42,28.81,20.1,16.99,-54.49,35.99,-38.67,-9.117,-13.16,-53.28,24.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,22.97,-13.64,50.99,-9.046,-25.44,-28.67,30.04,17.11,14.46,-65.83,53.81,-42.31,-7.527,-26.69,-52.11,11.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,41.91,-6.889,67.77,-6.288,-23.72,-25.01,22.21,7.994,13.11,-70.13,62.49,-37.24,3.189,-30.21,-27.61,20.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,47.85,-0.0141,64.42,-14.5,-17.61,-23.84,31.35,-11.31,9.041,-74.05,48.72,-28.46,-9.764,-31.44,-13.04,35.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,41.45,0.1237,53.24,-16.34,-35.8,-33.97,24.52,-1.62,-13.82,-78.36,28.76,-19.45,-41.16,-39.51,-25.35,34.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,22.98,-3.038,51.34,-11.64,-24.01,-25.94,-14.7,1.148,-24.06,-77.48,16.49,-18.1,-50.67,-39.66,-50.26,21.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,20.77,-0.2692,49.25,-6.168,2.744,-7.739,-12.29,-16.29,-10.94,-67.88,10.01,-22.66,-42.14,-33.46,-68.32,6.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,53.5,7.105,45.54,0.5133,-29.37,-15.68,11.49,-14.26,-19.75,-62.67,-9.669,-31.75,-54.49,-44.2,-81.34,-10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,62.26,-11.26,37.44,-10.35,-70.33,-42.0,-21.37,-11.39,-40.08,-78.13,-30.28,-36.07,-73.58,-59.19,-93.8,-22.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,34.95,-11.51,14.67,-23.88,-57.06,-53.89,-46.25,-17.39,-33.14,-100.7,-19.72,-17.19,-66.77,-50.39,-91.21,-13.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,24.29,20.39,-9.261,-13.15,-28.8,-41.77,-8.166,-7.112,-23.58,-97.34,1.47,3.809,-51.78,-35.09,-70.72,12.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,27.63,16.56,0.9321,-5.653,-15.45,-24.44,8.287,-3.935,-19.96,-70.9,8.194,-7.402,-44.11,-39.66,-52.68,30.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,31.86,20.45,36.04,-9.984,-6.446,-16.68,-10.01,-4.957,2.453,-55.13,22.9,-24.38,-31.3,-45.77,-41.85,29.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,53.54,51.41,44.21,1.235,-2.843,-7.78,14.47,23.42,20.11,-55.96,46.57,-18.13,-17.39,-37.43,-26.61,24.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,65.23,3.98,31.46,13.01,-11.36,4.076,30.45,38.2,11.48,-56.51,50.89,-16.94,-13.19,-37.25,-8.099,26.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,46.45,-48.04,40.42,7.155,-21.3,4.644,-17.34,16.68,4.8,-51.47,46.43,-25.41,-9.701,-46.78,6.904,34.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,49.64,25.09,57.4,4.894,-10.71,0.5729,-12.44,12.84,17.14,-40.59,59.94,-14.16,1.748,-40.59,17.38,44.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,74.56,87.72,58.67,14.37,9.136,6.971,52.65,25.88,34.34,-24.93,78.03,1.946,11.82,-25.86,21.26,49.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
