%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,28.58,24.03,31.49,-17.28,8.3,2.888,4.161,-4.108,7.824,2.091,10.83,5.75,10.78,6.972,4.195,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,38.33,6.032,16.32,-18.45,24.28,9.508,20.04,2.254,17.49,3.953,13.58,5.813,8.079,2.974,-2.502,-5.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,16.69,-1.577,2.95,-40.84,17.6,0.2364,20.67,-1.464,15.31,-2.978,12.52,1.976,2.662,-1.361,-7.625,-7.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-0.7554,11.79,18.85,-44.66,4.448,1.239,13.89,-5.728,10.1,-3.769,15.24,-1.048,7.133,3.51,-4.818,-4.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,27.8,19.31,36.74,-8.249,23.9,21.54,25.17,-0.4824,20.39,9.709,20.29,-4.98,17.53,8.374,1.643,-1.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,52.36,29.13,43.26,-2.043,48.61,26.02,34.08,-2.643,33.35,17.58,25.87,-6.37,25.6,9.694,7.727,4.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,36.09,35.04,34.42,-20.54,47.16,26.67,29.01,-3.986,34.7,19.62,32.06,0.343,28.86,13.41,8.755,8.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,33.27,30.58,19.95,-20.96,38.66,30.72,27.96,-1.071,31.74,20.99,32.75,3.483,27.45,12.29,8.309,6.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,40.25,30.36,25.85,-17.1,30.9,14.72,27.62,-8.411,28.95,11.53,30.4,0.1256,24.87,5.795,12.43,7.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,25.34,25.85,45.42,-6.049,16.05,2.306,20.32,-11.52,26.14,4.532,32.97,3.879,25.26,7.756,15.88,13.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,21.84,10.43,42.22,-7.676,10.6,10.31,15.39,-3.624,22.81,10.26,31.47,9.399,25.06,13.27,10.98,9.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,25.33,12.32,12.33,-40.68,24.7,21.46,16.68,1.434,20.19,15.24,23.29,9.829,22.87,14.17,3.501,8.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,11.28,25.89,-7.496,-36.59,34.81,28.68,15.71,4.665,22.6,17.99,18.95,8.077,18.12,12.31,0.542,13.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-0.9868,6.219,-3.28,-0.5803,23.76,12.45,5.931,1.401,17.57,9.669,13.23,-1.057,5.797,2.659,-5.301,3.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,3.419,-15.98,8.983,-15.57,15.59,-7.778,3.222,-5.709,3.613,-8.029,8.879,-4.88,0.635,-2.259,-8.984,-6.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,27.72,7.098,26.57,-42.59,24.14,14.61,15.47,2.169,6.661,-0.2736,17.55,6.227,12.29,9.338,2.858,3.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,42.21,24.91,36.93,-24.19,16.58,33.05,16.16,13.11,15.33,19.01,23.72,11.24,17.55,16.66,12.74,12.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,27.61,18.89,29.14,2.082,3.419,10.8,9.934,11.9,9.69,14.84,22.45,11.33,14.57,16.31,6.761,9.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,30.3,27.74,27.61,10.85,29.11,4.931,21.63,9.887,15.68,10.48,28.93,15.23,18.21,18.25,0.6612,6.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,46.06,31.96,27.23,-1.837,50.67,26.93,25.71,8.547,30.11,17.58,34.07,12.46,22.03,18.16,3.38,7.608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,39.84,33.52,14.32,-24.06,36.53,45.64,14.73,6.867,31.81,23.69,33.71,13.24,29.67,24.8,10.85,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,41.83,49.77,21.69,-22.63,43.23,53.1,22.52,8.336,38.07,31.57,37.61,14.89,35.32,28.37,10.85,19.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,54.57,47.56,44.83,-12.03,58.09,36.26,38.39,4.611,39.51,24.36,35.42,1.979,21.18,11.62,-0.9886,1.945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,62.78,44.24,61.48,-1.216,42.12,23.77,38.67,-1.473,25.94,6.308,29.13,-0.7047,14.24,5.785,-3.913,0.0222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,76.09,49.81,83.12,13.99,46.37,49.94,35.75,-1.324,32.3,13.07,33.22,7.191,27.34,16.4,1.991,9.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,68.96,26.13,78.34,-19.15,70.84,59.35,36.11,-4.019,46.72,25.28,32.79,-3.804,23.84,8.415,-7.902,-2.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,52.59,17.51,40.52,-66.8,59.21,26.37,33.12,-10.59,33.29,12.55,20.4,-13.93,5.473,-5.281,-23.23,-16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,68.75,46.75,39.68,-33.06,36.88,17.56,29.72,-6.261,18.54,-0.1052,21.23,-2.893,6.29,0.0604,-16.36,-8.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,79.67,53.71,69.64,11.82,38.99,39.27,36.74,8.222,27.22,6.698,37.6,8.846,21.87,9.711,-0.3164,3.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,58.7,41.25,68.83,-9.341,42.81,34.43,46.11,14.16,37.46,15.19,38.84,10.28,24.56,9.526,-4.493,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,49.47,33.19,50.55,-25.81,34.19,15.07,32.84,7.812,32.46,12.35,27.56,10.06,15.73,6.214,-10.17,1.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,61.58,30.66,39.41,-18.67,31.16,19.94,16.52,3.539,25.18,9.548,34.18,12.07,17.66,6.694,3.549,9.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,53.83,42.44,26.44,-22.35,47.27,24.53,31.05,-0.1923,27.79,8.894,41.59,6.779,20.3,1.209,0.7193,5.494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,29.55,35.5,30.78,-24.25,55.21,15.83,46.54,-8.154,28.36,-0.2169,28.6,0.0061,12.87,-4.191,-13.28,-2.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,49.02,15.83,63.7,-34.9,37.35,30.18,38.2,-4.284,26.91,3.357,30.65,10.92,21.68,13.01,6.694,21.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,94.04,37.61,76.84,-47.71,34.18,54.04,33.65,8.229,37.91,26.67,48.96,16.25,36.93,25.95,21.67,35.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,85.5,56.79,56.6,-28.82,49.42,41.18,38.11,6.876,44.96,26.87,44.5,-1.287,30.33,10.26,4.255,8.735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,52.0,37.91,54.63,-6.072,40.83,15.52,36.89,-0.013,37.6,6.745,36.44,-3.961,26.34,6.5,4.057,3.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,45.41,38.02,61.76,-3.898,22.65,15.24,34.9,3.991,34.39,6.952,42.25,9.066,28.72,20.71,11.76,17.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,46.6,48.14,41.72,-12.36,16.15,20.02,27.81,9.085,29.15,12.57,33.59,4.926,12.16,15.43,-3.541,4.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,58.76,35.89,31.03,-25.33,12.22,16.42,12.64,5.341,14.92,3.749,21.33,-2.362,0.4065,3.007,-10.62,-3.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,58.39,40.53,30.44,-20.18,30.69,22.23,13.19,0.6182,14.39,0.5808,27.02,2.788,10.16,6.373,-2.38,9.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,21.24,55.1,9.234,-12.31,57.33,37.11,30.73,5.549,24.51,9.52,30.68,10.49,15.56,13.61,0.2994,16.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,25.7,41.97,15.18,-29.81,40.4,44.86,33.34,11.7,23.33,18.75,25.83,16.4,11.44,15.0,-2.013,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
