%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,0,0,0,0,0,0,0,0,0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,3.927,9.977,4.142,2.494,7.014,6.422,7.34,4.31,2.469,5.097,9.796,9.632,12.6,10.09,14.76,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,3.044,14.36,-3.823,-3.814,-0.2807,-0.4258,3.061,8.952,-5.358,-3.79,4.812,6.484,7.479,3.368,10.53,5.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0.3125,10.15,-6.773,-8.34,-2.243,-1.851,5.554,10.36,-7.665,-6.605,4.641,9.197,7.312,3.056,7.911,2.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,6.556,12.34,-0.6638,-4.335,6.373,5.494,11.66,8.798,0.552,-1.496,13.97,17.49,13.35,7.409,11.63,8.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,12.75,15.6,-3.135,-2.341,6.334,4.74,5.565,2.276,5.153,-2.281,15.44,16.61,9.752,0.8389,10.45,7.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,9.793,8.275,-5.932,0.0702,2.373,1.858,2.624,1.658,4.842,0.7326,14.08,15.44,8.477,-2.099,8.715,6.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,9.9,8.501,1.702,5.566,5.888,5.271,8.35,17.21,3.954,7.073,17.31,17.52,13.45,1.568,6.394,7.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,9.447,16.72,1.149,0.2233,5.494,4.558,6.582,17.2,0.4208,0.0171,13.77,12.84,10.88,0.2694,2.482,3.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-0.0872,14.38,-8.311,-8.016,-1.157,-1.441,0.5584,-6.106,-2.41,-9.19,7.122,6.437,3.698,-1.136,3.988,2.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-6.714,2.672,-12.72,-9.495,-5.405,-5.928,-5.219,-5.555,-2.17,-5.805,10.07,6.483,0.9735,0.2083,10.16,7.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-6.766,-8.106,-17.87,-15.49,-7.759,-8.084,-12.5,11.2,-2.07,-3.109,13.5,9.111,2.879,1.057,13.34,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-6.604,-7.899,-19.74,-17.69,-7.592,-7.211,-11.81,3.729,-2.852,-5.72,6.229,7.918,4.22,1.174,5.842,6.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
