%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,0,-0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-6.47,-10.95,-3.244,0.2133,-3.624,-2.759,-1.54,-0.5084,-0.8787,1.354,-5.279,-0.1204,1.868,3.67,3.488,5.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-0.8708,-6.771,6.117,13.01,0.9836,1.203,2.808,6.968,3.086,5.157,3.648,8.221,9.321,10.43,13.15,12.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,2.576,-1.902,1.7,13.48,-1.319,-0.6404,2.983,6.595,2.431,5.403,6.763,11.02,9.166,10.41,12.5,10.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,0.5131,-6.724,-10.03,-2.77,-6.695,-5.331,-1.842,-0.7102,-0.1141,-1.599,5.709,9.415,3.45,6.796,5.088,2.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,1.531,-13.24,-9.444,-6.157,-6.528,-6.032,-5.712,0.1782,4.341,-10.33,9.954,9.464,-1.231,0.6122,1.735,-1.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,0.8793,-15.42,-8.206,1.257,-8.777,-8.255,-7.937,4.726,6.181,-10.83,8.67,6.249,-6.513,-8.41,0.427,-4.757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-3.183,-12.27,-8.621,-2.007,-11.03,-9.616,-7.226,5.02,-2.954,-2.65,4.026,3.745,-5.217,-4.178,2.041,-5.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-7.348,-7.556,-11.14,-6.209,-13.71,-12.32,-8.373,3.442,-13.29,2.183,0.1464,1.594,-0.7363,6.716,-0.021,-5.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-13.01,-7.798,-21.9,-3.792,-21.46,-19.74,-13.27,1.914,-12.97,-0.1285,-4.317,-2.667,-1.714,5.535,-4.895,-6.938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-12.36,-10.85,-24.19,-5.824,-19.91,-17.94,-12.66,1.915,-2.45,-0.3763,-1.416,-0.6241,0.7876,3.783,-0.5476,-3.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-2.974,-11.56,-14.72,-7.699,-9.277,-8.233,-9.787,1.629,5.667,2.953,2.031,2.988,5.768,7.165,2.503,-0.2926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
