%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,56.52,69.75,41.64,18.56,36.2,31.12,3.749,-22.23,64.43,69.13,-17.43,-46.53,-23.5,-37.38,-55.45,-67.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,1.833,35.13,8.278,6.334,12.59,12.51,25.14,-25.71,25.37,32.73,-15.59,-35.49,-19.06,-29.53,-33.86,-51.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-8.741,12.75,-11.36,3.761,13.8,12.11,75.62,-14.42,35.41,44.26,-16.59,-37.95,-13.29,-27.66,-31.98,-53.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,20.41,25.13,-23.86,6.556,22.23,17.75,78.4,-7.293,56.83,64.99,-28.23,-52.97,-24.3,-43.05,-48.64,-74.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,24.36,39.59,-18.57,14.76,8.984,6.978,41.29,0.9353,27.91,39.6,-18.03,-31.91,-21.57,-34.01,-29.0,-58.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,31.9,51.78,15.34,16.15,5.564,1.949,26.67,-3.901,36.45,52.36,-15.16,-29.11,-19.67,-32.44,-31.71,-64.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,9.373,28.85,-4.778,-3.272,1.017,-2.273,12.99,-24.15,41.07,47.43,-32.52,-45.91,-31.06,-47.77,-42.4,-79.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-2.388,21.11,-18.67,14.04,13.37,12.63,19.85,-23.98,29.91,25.37,-17.61,-33.94,-21.52,-39.11,-19.41,-62.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,24.0,39.85,10.73,41.03,28.09,25.63,50.92,-8.722,47.23,44.46,-2.504,-26.35,-13.19,-28.81,-15.72,-56.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,22.27,39.77,11.87,26.83,14.35,11.23,48.21,3.985,42.4,40.09,-13.11,-25.6,-18.58,-23.34,-25.28,-54.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,18.7,42.66,14.12,15.64,8.49,5.792,39.0,-9.504,27.38,23.13,-13.15,-23.4,-12.07,-9.272,-22.33,-45.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,23.34,33.39,11.51,11.66,7.087,4.316,55.98,-40.89,36.29,39.33,-13.93,-38.51,-4.537,-5.455,-22.61,-41.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,11.93,25.91,-8.629,14.83,3.932,1.751,51.53,-22.17,45.63,55.77,-13.94,-34.74,-1.1,-1.317,-13.27,-23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,13.08,50.29,10.24,29.89,6.046,3.315,16.85,2.959,39.78,49.28,-14.14,-19.5,-13.44,-5.295,-13.7,-19.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,13.18,40.29,26.62,23.44,-6.776,-9.55,12.11,-19.41,11.07,19.56,-32.19,-27.53,-39.22,-26.11,-35.42,-38.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,2.233,2.89,9.45,8.305,-14.02,-16.71,33.79,-32.58,-6.522,5.451,-44.23,-41.46,-52.3,-38.29,-53.79,-51.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-9.604,-11.63,-1.954,-9.449,-17.98,-20.82,24.22,-51.27,-13.51,8.844,-57.39,-59.67,-73.03,-59.31,-76.44,-75.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-14.09,-3.87,-11.28,-17.09,-28.52,-30.61,22.6,-72.35,-33.15,-12.13,-68.41,-61.85,-83.1,-79.94,-80.61,-89.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,13.07,32.72,-17.01,12.54,-23.54,-27.05,51.46,-45.93,-14.86,-23.99,-54.13,-46.45,-63.75,-77.31,-64.11,-82.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,25.9,46.8,-4.659,23.11,-31.11,-35.19,42.93,-18.47,9.429,-17.6,-47.68,-50.82,-64.39,-79.58,-67.18,-91.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,2.047,21.66,16.81,4.409,-39.09,-41.19,19.83,-0.5351,-7.477,-18.71,-45.58,-49.7,-62.8,-76.74,-61.46,-96.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,-3.169,10.11,20.05,-0.4657,-14.97,-17.07,26.6,11.38,-0.4987,-6.558,-26.12,-39.91,-34.12,-60.52,-33.27,-80.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,5.619,2.442,10.53,-2.306,3.107,1.28,52.94,-12.52,22.82,10.75,-5.583,-38.87,-11.81,-42.68,-8.032,-58.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,9.475,14.97,27.3,9.156,12.21,10.63,101.5,-29.7,31.49,23.89,7.561,-27.77,7.631,-17.54,8.694,-34.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,6.716,53.21,30.96,21.0,17.62,14.89,107.9,-28.19,44.98,35.33,-2.762,-27.29,14.45,-7.745,3.988,-27.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,5.644,51.08,6.587,9.859,10.58,8.747,45.03,-24.68,41.62,38.63,-13.74,-28.06,10.59,-2.087,-3.17,-15.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
