%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,4.343,5.271,16.37,15.11,18.82,8.706,-50.46,5.013,14.96,-9.173,7.267,2.98,-1.288,-8.66,-17.57,-11.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-34.43,-31.9,-41.44,-34.35,-40.07,-48.3,-173.2,-41.13,-37.42,-57.11,-66.74,-58.69,-77.71,-80.56,-87.11,-76.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-67.24,-61.71,-68.69,-58.34,-80.3,-86.65,-205.7,-62.02,-103.4,-108.8,-97.05,-78.51,-107.6,-104.5,-99.58,-88.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-66.43,-62.02,-49.86,-50.78,-80.5,-92.19,-131.4,-61.9,-120.6,-130.4,-78.59,-62.02,-84.71,-82.65,-65.08,-60.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-58.73,-55.07,-53.63,-56.18,-86.55,-100.6,-88.16,-67.86,-110.2,-137.2,-73.71,-59.23,-73.31,-71.29,-47.43,-50.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-45.5,-36.94,-50.28,-44.6,-73.95,-85.25,-104.0,-45.9,-90.61,-128.9,-38.15,-34.98,-45.6,-39.94,-17.68,-23.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-34.09,-23.84,-27.89,-29.72,-55.95,-64.96,-128.3,-26.17,-71.23,-108.4,2.7,-14.05,-21.44,-12.67,7.96,-0.6015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-34.62,-26.92,-13.69,-19.92,-48.0,-53.97,-94.77,-16.29,-63.52,-91.38,10.59,-5.354,-11.88,-0.9529,15.98,9.389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-25.3,-19.77,-4.179,5.223,-28.26,-29.35,-41.89,11.62,-41.65,-62.37,20.28,15.12,6.949,20.45,25.12,21.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-17.13,-13.55,-9.385,8.19,-25.4,-18.98,-72.67,15.37,-23.54,-36.78,24.46,16.08,4.115,22.77,18.16,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-21.41,-16.1,-10.81,0.4607,-34.37,-18.51,-108.5,-4.216,-36.87,-35.69,18.99,8.273,-6.002,16.79,10.04,0.9612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-12.55,-4.729,15.09,19.57,-16.45,1.119,-55.47,-3.763,-31.86,-26.61,21.23,12.84,6.91,28.16,16.21,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-1.871,5.115,25.57,23.94,-1.997,9.776,-8.925,4.165,-6.063,-11.18,18.35,8.643,11.8,33.01,15.58,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-3.877,5.524,5.687,9.342,-10.32,6.017,-50.53,4.852,-6.388,-7.289,14.55,7.361,7.387,34.2,15.83,3.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-3.241,11.17,-13.96,12.63,-19.74,14.51,-127.0,-4.183,-24.8,0.5582,16.26,14.25,5.932,40.38,21.45,13.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,1.185,16.75,-16.46,22.14,-15.71,26.92,-124.3,-10.89,-37.0,11.03,6.449,14.75,1.058,42.76,17.81,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,9.438,22.64,0.8023,24.42,6.847,37.85,-34.73,2.066,-21.85,19.78,-20.74,14.61,0.7122,42.78,7.091,8.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,15.81,23.79,7.604,22.88,17.73,40.94,-22.4,6.067,9.607,24.38,-40.44,15.63,-0.7122,36.94,-0.9003,5.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,7.47,12.77,-10.41,18.98,-3.122,32.09,-116.9,-10.51,2.886,17.06,-27.95,15.7,-11.62,27.19,-4.872,2.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,-4.994,4.647,-14.01,15.71,-20.07,21.64,-140.3,-14.93,-34.25,5.864,-14.67,12.39,-19.76,20.1,-12.26,-1.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,0.5582,8.027,13.3,21.52,-5.936,20.02,-76.66,4.755,-38.8,1.175,-15.19,12.55,-10.67,23.2,-12.02,1.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,24.18,15.73,35.17,35.97,15.6,28.06,-49.26,21.11,-8.712,11.12,1.266,18.43,7.625,34.42,-1.193,7.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,30.97,11.59,24.9,33.39,10.75,21.1,-38.44,6.531,4.164,14.86,9.587,7.35,8.737,28.69,-3.926,-3.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,18.11,1.367,16.71,17.85,-0.6078,0.4429,-16.72,-2.593,-5.144,-9.214,1.77,-8.101,4.128,15.3,-5.172,-13.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,19.48,7.33,24.91,14.17,3.06,-5.77,-44.54,13.67,-6.821,-25.56,14.54,-5.176,11.43,16.8,10.82,-5.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,16.48,11.05,7.93,13.19,-5.357,-10.66,-66.28,6.006,-13.57,-24.38,23.37,1.65,11.81,19.68,20.73,1.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,-0.0144,3.372,-12.0,17.88,-17.85,-17.55,-32.83,-8.317,-26.26,-28.58,14.83,9.991,7.087,21.06,24.31,6.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,-0.752,0.4405,-8.261,24.67,-18.33,-13.6,-50.11,1.378,-26.1,-28.95,13.89,14.74,4.654,20.31,27.07,6.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,1.977,-6.631,-18.95,19.27,-20.91,-9.632,-92.0,5.844,-30.1,-24.28,17.75,16.58,4.898,19.75,29.56,8.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,2.666,-9.573,-27.81,24.83,-12.87,-2.006,-57.96,20.09,-29.75,-14.53,21.66,30.67,12.94,29.66,33.68,20.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,4.166,-4.517,-21.41,28.19,-6.684,1.974,-52.52,35.0,-21.54,-4.295,19.12,36.28,7.603,30.16,25.44,22.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,-7.852,-10.4,-29.7,12.63,-14.19,-3.291,-109.8,7.201,-31.05,-7.738,15.51,34.92,-0.6491,28.26,20.27,23.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,-6.713,-9.327,-24.68,16.67,2.771,7.45,-94.91,-14.75,-27.1,-1.609,21.92,44.22,13.22,41.94,30.61,35.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,19.08,8.04,0.5738,35.62,33.33,27.06,-27.6,9.547,-1.31,15.41,22.98,47.12,22.97,49.88,36.5,40.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,33.82,20.51,0.9768,44.46,45.48,38.99,-19.02,31.05,8.513,24.71,23.28,47.7,24.28,55.54,39.17,42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
