%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,29.61,34.07,-8.291,14.0,-2.633,29.44,-47.76,16.75,-4.193,5.247,-35.37,4.356,-14.83,-2.632,-33.29,-24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,22.05,14.46,61.58,-3.149,12.26,10.43,-87.62,-25.9,-20.31,-19.79,-32.53,16.2,-8.386,1.232,-27.41,-8.631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,32.62,16.3,57.47,-0.1384,27.03,3.433,-61.24,-28.75,-2.321,-23.15,22.0,2.314,-5.716,-3.479,-27.94,-7.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,43.74,21.63,7.807,8.984,7.189,4.851,-80.34,-0.991,-17.61,-27.23,6.206,-4.742,-25.59,-12.36,-44.33,-24.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,41.74,10.77,35.93,8.477,-2.145,4.069,-131.2,-20.63,-49.46,-41.47,-67.7,-1.533,-34.59,-18.2,-51.21,-23.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,52.53,25.03,53.27,20.88,17.86,16.48,-85.08,-49.5,-7.065,-40.32,-63.6,-28.14,-33.87,-35.43,-62.46,-33.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,48.43,29.79,57.04,33.42,31.44,18.2,-44.1,-34.87,21.69,-53.8,-37.39,-35.1,-38.97,-42.57,-66.86,-51.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,43.51,24.14,92.7,32.43,53.52,23.78,-66.44,-7.024,6.715,-56.23,-57.96,-20.2,-36.31,-32.67,-52.08,-49.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,64.02,33.35,101.5,8.232,69.92,32.01,-68.86,-17.91,16.72,-32.44,-61.27,-18.99,-47.93,-38.43,-51.68,-48.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,74.52,25.84,143.3,-3.285,64.53,22.36,-48.64,-27.96,8.59,-28.8,-32.92,14.4,-56.22,-31.21,-60.96,-44.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,53.27,4.224,155.1,20.46,50.95,16.41,-33.28,-8.834,-6.316,-29.78,-17.1,20.69,-31.0,-14.47,-53.52,-35.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,15.74,-15.04,47.6,10.89,20.53,-1.707,-51.45,-21.27,16.65,-41.24,-28.79,-36.56,-29.33,-39.03,-38.85,-35.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,1.467,-27.24,43.54,-17.48,18.04,-29.76,-77.21,-44.04,13.05,-75.18,-36.78,-38.33,-44.69,-58.11,-29.13,-32.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,8.955,-26.26,99.61,-14.29,29.59,-38.89,-45.53,-48.44,-11.77,-80.57,-15.05,-31.45,-32.85,-61.52,-29.38,-43.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-3.925,-30.85,17.6,-20.17,-18.74,-52.38,-23.66,-69.22,-15.28,-82.26,6.066,-69.15,-34.63,-91.15,-28.97,-65.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-16.17,-34.33,3.977,-21.19,-48.52,-57.33,-62.28,-56.43,-40.66,-103.7,11.29,-31.0,-41.38,-87.26,-16.44,-59.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-1.368,-26.01,89.14,-9.346,-13.34,-41.58,-75.72,-18.13,-61.52,-88.83,24.26,15.55,-17.83,-44.22,-7.894,-43.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,12.54,-25.4,77.02,-33.99,0.6628,-42.87,-57.13,-40.33,-26.71,-63.51,31.09,-34.0,-12.66,-38.06,-16.22,-48.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,0.6316,-29.27,31.7,-46.61,-16.53,-46.54,-70.87,-74.56,-9.085,-74.96,3.821,-68.16,-45.77,-57.54,-39.62,-61.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,-15.07,-25.77,30.05,-4.612,-18.54,-31.12,-84.86,-59.55,-33.76,-83.62,-22.7,-45.78,-61.48,-65.47,-53.33,-68.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,9.079,-10.97,63.62,19.59,8.508,-19.85,-64.87,-35.49,-22.83,-71.15,-10.89,-31.3,-39.78,-64.18,-43.3,-62.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,31.62,2.365,96.61,-11.04,29.53,-21.38,-59.63,-46.38,6.318,-67.81,-3.348,-41.99,-24.62,-62.33,-43.49,-50.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,23.46,2.058,81.25,-26.59,22.73,-17.6,-66.78,-76.86,6.11,-74.0,-14.24,-61.23,-22.65,-59.8,-46.06,-37.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,53.11,17.04,81.73,2.799,42.62,4.867,-52.56,-72.72,16.95,-67.88,0.9066,-61.82,-9.275,-48.93,-27.74,-34.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,84.17,42.98,93.49,13.53,84.0,33.26,-52.3,-52.57,39.19,-53.89,12.96,-52.36,-6.476,-37.66,-19.82,-46.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
