%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,0,0,0,0,-0,0,0,0,-0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-8.953,-3.72,-11.68,-17.44,-2.245,2.531,-6.631,-10.01,-4.265,-20.97,-15.57,-1.387,-0.7283,-4.486,3.048,1.502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-1.725,3.189,-7.595,-20.98,4.199,1.154,-0.1664,-3.814,10.83,-10.95,0.9356,10.17,10.27,7.242,16.5,12.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,6.609,7.778,-3.595,-17.43,7.023,-0.3774,3.321,5.017,14.55,2.3,6.621,12.9,11,8.62,16.61,11.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,3.342,2.756,-9.973,-9.211,0.638,1.301,-1.075,2.054,2.88,-1.207,-3.195,6.726,4.117,3.194,9.239,8.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,0.037,-0.9526,-9.299,-4.482,-2.86,3.717,-1.274,-8.374,1.554,-5.709,3.327,9.277,6.982,8.979,15.69,16.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-0.2523,-0.9047,-3.178,-8.933,-3.5,1.165,-0.8912,-14.05,2.049,-3.846,8.382,11.87,8.68,12.45,21.65,18.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-7.213,-4.534,-8.359,-12.27,-6.626,-6.23,-5.276,-10.25,-4.67,-2.332,0.5813,7.64,3.328,9.595,17.91,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-13.27,-8.33,-10.84,-15.44,-5.583,-7.51,-4.956,-5.504,-4.145,-4.159,0.7431,6.322,0.2439,6.754,16.36,9.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-8.215,-6.335,-2.607,-15.54,-4.909,-1.815,0.1243,-4.251,1.567,-5.27,5.616,6.734,-2.692,1.002,15.59,6.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-2.031,-7.431,-4.141,-8.104,-8.364,-2.372,-3.049,-2.715,4.794,-7.845,2.568,2.508,-11.03,-5.544,8.115,0.9675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-1.64,-17.5,-11.73,-11.77,-1.516,-4.901,-11.52,-1.854,9.13,-19.3,-4.295,-2.441,-20.22,-11.21,-1.904,-7.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-2.397,-24.98,-7.383,-23.98,7.407,1.373,-12.56,-3.106,8.693,-26,-9.081,-5.267,-22.64,-14.7,-8.803,-14.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-5.568,-23.43,-2.988,-22.92,0.8928,5.874,-11.36,-7.382,0.8413,-15.53,-8.675,-7.855,-18.16,-11.3,-12.56,-15.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-10.48,-18.53,-9.378,-15.33,-4.308,1.352,-13.86,-13.68,-3.433,-6.993,-4.377,-8.09,-13.15,-5.345,-12.59,-13.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-11.31,-12.17,-12.21,-14.12,-0.3657,-6.483,-11.89,-14.53,-3.338,-9.053,-3.291,-5.671,-10.28,-2.534,-7.622,-10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-10.58,-6.353,-9.066,-18.73,-1.903,-12.34,-7.268,-10.81,-3.578,-7.807,-8.043,-3.568,-7.723,-1.373,-1.18,-5.728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-9.328,-4.705,-12.54,-21.37,-0.7628,-6.195,-7.581,-7.761,-1.273,-4.933,-10.24,-0.3475,-5.214,0.0856,2.255,-2.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-4.824,-4.396,-14.51,-14.17,8.031,5.405,-7.597,-3.41,1.269,-7.662,-5.404,2.031,-4.574,1.322,2.104,-3.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,-3.594,-3.348,-4.794,-11.04,4.777,1.008,-3.854,-4.088,0.974,-10.42,-4.719,0.3083,-4.721,-0.3079,1.55,-1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,-8.363,-2.193,0.759,-19.92,-8.412,-7.766,-0.4537,-11.74,1.5,-9.629,-11.55,-0.7762,-2.501,-2.823,3.177,2.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,-13.02,-1.359,-3.649,-17.43,-10.68,-2.39,0.2285,-8.726,-1.777,-8.004,-15.65,-1.787,-1.332,-2.117,1.964,2.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,-16.09,-3.243,-4.123,-2.94,-5.82,2.031,-0.8773,6.604,-11.34,-5.713,-15.2,-6.298,-5.263,-2.675,-4.758,-3.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,-15.47,-5.983,-3.281,-2.109,-8.623,-1.224,-0.2457,12.85,-13.51,-2.871,-11.97,-8.541,-9.985,-7.539,-8.682,-9.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,-9.799,-7.877,-6.753,-10.76,-12.78,-1.96,-0.4714,3.73,-7.201,-7.328,-7.133,-6.877,-13.51,-11.94,-6.936,-10.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,-5.49,-14.46,-9.258,-15.14,-8.286,-4.42,-6.877,-6.941,-3.945,-16.97,-4.641,-6.266,-18.9,-14.46,-6.012,-10.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,-5.92,-24.45,-16,-21.04,-4.609,-11.14,-13.51,-9.352,0.9584,-14.23,-4.956,-9.036,-24.44,-15.84,-8.489,-15.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,-10.5,-28.93,-24.37,-23.17,-8.597,-14.76,-15.13,-6.415,6.074,-5.463,-10.43,-14.78,-25.36,-14.77,-11.85,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,-16.17,-25.62,-19.96,-17.33,-12.33,-14.11,-15.47,-4.789,-1.011,-9.271,-15.81,-16.78,-21.08,-13.61,-13.13,-19.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,-15.98,-18.74,-13.31,-21.99,-15,-14.21,-16.41,-4.754,-8.898,-12.89,-9.957,-13.02,-15.75,-13,-12.99,-17.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,-13.83,-14.54,-18.5,-32.88,-20.75,-20.89,-19.24,-2.13,-9.533,-7.147,-6.361,-13.61,-11.47,-6.907,-14.11,-13.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,-19.49,-15.6,-26.42,-28.75,-26.07,-28.21,-24.07,0.334,-17.06,-6.758,-16.81,-19.4,-8.536,0.0137,-15.15,-10.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,-27.65,-18.38,-31.22,-22.35,-26.79,-24.72,-26.25,-5.37,-23.22,-10.93,-21.5,-20.73,-10.15,-4.139,-14.4,-9.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,-28.82,-20.17,-32.15,-25.8,-21.88,-17.01,-23.25,-13.51,-16.86,-10.77,-13.25,-16.82,-12.1,-10.01,-11.58,-8.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,-25.86,-18.5,-29.09,-23.98,-17.06,-13.92,-16.01,-8.38,-17.51,-9.942,-10.42,-12.65,-7.033,-6.386,-5.894,-3.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
