%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,-0,0,-0,-0,-0,0,-0,-0,0,0,-0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-15.53,-9.683,27.24,-0.6582,-7.912,-1.03,-8.438,-37.91,0.415,-38.89,-21.76,2.372,-10.18,-14.47,-20.03,-16.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-18.76,-15,3.485,-5.555,-37.95,-18.22,-11.94,2.663,-15.07,-34,-30.98,3.301,-9.516,-28.1,-43.43,-42.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-17.44,-14.48,-23.4,-17.17,-54.57,-29.39,-12.83,16.37,-16.66,-27.23,-28.21,2.382,0.3846,-15.24,-48.38,-53.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-13.38,-12.91,-24.23,-22.08,-33.6,-22.49,-8.808,-14.45,21.3,-33.42,-8.758,12.52,-7.371,-6.596,-29.84,-48.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-11.61,-16.48,-15.96,-11.16,-20.21,-21.79,0.3194,2.218,45.21,-24.73,20.49,38.86,-20.02,-23.65,-3.294,-42.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-13.21,-17.85,6.279,4.38,-25.55,-24.23,8.401,28.1,33.67,-14.54,34.46,59.88,-9.506,-28.12,20.64,-30.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-8.887,-12.18,23.96,8.097,-15.7,-19.36,10.29,10.68,40.63,-15.08,17.66,47.76,-7.253,-20.5,24.82,-19.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-10.51,-7.472,7.651,0.9759,-19.86,-26.16,9.738,11.86,33.8,-8.302,-22.49,11.25,-23.41,-19.32,0.7511,-21.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-20.44,-3.106,-11.8,4.116,-48.3,-27.8,16.3,31.28,-21.59,-4.4,-52.31,-6.827,-27.22,-15.77,-27.25,-29.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-21.74,-2.006,-3.272,16.43,-43.68,-10.51,21.64,7.436,-33.29,-20.72,-47.18,1.195,-30.24,-20.99,-34.41,-35.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-20.41,-8.534,17.19,17.56,-20.8,-7.681,19.18,-10.12,8.679,-33.26,-27.25,9.162,-39.89,-34.77,-22.09,-43.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-19.67,-10.31,25.41,14.62,-30,-14.44,22.65,27.07,9.225,-26.42,-20.8,10.14,-41.41,-35.25,-8.047,-48.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-19.3,-10.29,9.575,13.9,-46.54,-15.11,22.2,47.2,-13.14,-21.12,-29.94,1.449,-44.81,-29.27,-9.563,-53.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-34.87,-14.98,-9.578,6.114,-52.43,-30.72,3.028,25.64,-7.7,-27.61,-41.45,-17.59,-40.36,-25.71,-22.07,-56.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-53.87,-15.12,-11.99,-3.188,-68.08,-52.38,-13.47,10.93,-5.803,-38.54,-44.23,-27,-19.47,-25.9,-27.46,-54.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
