%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,-0,0,-0,-0,-0,0,0,-0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,2.389,6.12,29.47,17.64,19.94,4.44,9.494,5.452,5.65,4.991,7.393,8.014,9.691,1.64,-0.6879,0.2504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,7.636,16.3,35.11,30.74,40.95,5.934,13.68,15.62,18.61,8.568,9.018,10.13,12.98,-1.494,-4.049,-2.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,2.91,14.92,27.92,26.08,47.53,-2.527,7.125,20.5,15.16,7.656,7.088,2.728,5.674,-8.681,-11.4,-9.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-8.904,2.12,26.03,7.664,27.26,-9.717,-3.485,6.973,4.305,3.335,9.313,-4.398,-4.995,-15.58,-13.78,-13.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-10.46,-2.059,24.53,4.416,3.144,-4.311,-6.527,-6.881,8.277,-3.368,4.9,-7.655,-10.52,-17.9,-17.54,-12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-10.26,-2.127,12.45,11.56,5.365,-8.385,-10.74,-6.824,5.901,-10.79,-12.72,-16.31,-14.49,-21.17,-25.59,-15.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-19.82,-11.8,6.009,3.373,27.45,-28.63,-23.03,-7.573,-6.29,-9.938,-17.47,-21.93,-17.11,-24.58,-21.72,-16.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-21.86,-18.11,18.19,-1.261,39.31,-35.78,-28.85,-8.71,-2.266,-1.129,-9.907,-19.54,-18.62,-19.83,-23.07,-16.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-17.57,-18.56,15.11,4.297,18.14,-33.89,-30.49,-8.998,0.2622,-1.679,-20.64,-24.65,-26.68,-21.78,-39.13,-25.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-26.39,-27.95,-8.46,-6.698,-14.22,-42.57,-38.77,-18.69,-16.12,-13.75,-29.26,-26.88,-30.42,-33.58,-32.51,-21.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-32.67,-36.73,-9.407,-19.43,-9.815,-46.47,-42.43,-25.92,-17.09,-18.17,-9.789,-16.01,-23.34,-33.43,-14.18,-9.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-26.21,-35.96,-3.099,-16.97,10.28,-43.39,-38.03,-24.59,0.392,-14.51,3.225,-15.55,-23.09,-29.86,-18.95,-17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-26.11,-32.97,-9.798,-12.72,0.4056,-45.66,-32.98,-23,-3.578,-19.16,-10.12,-24.4,-26.32,-32.21,-26.03,-27.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-29.25,-27.17,2.597,-3.907,-8.596,-44.05,-29.2,-18.56,-17.95,-26.47,-31.05,-29.96,-27.72,-27.7,-34.56,-27.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-28.91,-28.47,8.627,0.5287,-1.405,-37.68,-30.92,-16.61,-11.26,-21.38,-47.99,-40.32,-38.13,-26.36,-54.43,-33.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
