%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,-0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,1.823,1.527,31.43,29.13,4.844,14.87,9.96,-3.435,30.62,5.108,-2.209,5.744,4.894,10.29,2.594,1.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,2.41,10,20.97,53.63,0.7438,18.13,11.12,8.098,21.86,3.097,-2.231,5.5,1.361,6.017,7.032,1.883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,4.594,13.97,-2.884,15.75,9.966,19.29,1.909,-12.21,24.58,-1.291,19.34,23.48,17.96,17.21,24.23,18.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,20.43,24.38,-9.773,-27.23,3.816,19.36,-1.921,-27.23,25.59,-3.944,29.07,37.57,32.28,32.95,32.39,30.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,24.88,27.49,-6.67,3.044,-24.05,8.113,-0.1968,3.485,4.341,-0.4516,9.04,21.22,11.97,15.68,12.62,8.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,6.341,5.115,-4.303,22.34,-27.98,-3.455,-4.113,10.39,10.02,8.283,1.426,9.316,-4.995,-6.389,-6.734,-18.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,0.0612,-4.652,-2.712,-6.387,-23.84,-8.158,-9.535,-13.5,19.51,4.992,1.334,8.545,-3.533,-4.072,-12.87,-18.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-5.488,0.5343,3.146,4.734,-30.9,-18.67,-15.96,-5.224,1.353,-8.272,-16.1,-7.79,-12.05,-3.871,-22.3,-13.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-26.16,-10.93,3.427,30.79,-25.69,-25.84,-21.48,8.873,6.083,-8.029,-21.66,-14.86,-15.06,-7.472,-23.59,-11.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-27.01,-14.7,-10.96,5.057,-22.6,-20.01,-22.01,-10.78,22.09,-0.2997,-9.316,1.702,0.0328,2.995,-11.42,-5.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-16.64,-2.276,-21.23,-21.77,-36.5,-20.26,-29.33,-33.55,4.753,0.7422,-9.565,6.525,5.588,8.379,-12.41,-3.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-17.58,-2.038,-26.75,-20.99,-55.91,-25.16,-35.91,-35.18,-9.509,0.5332,-15.37,0.9835,3.25,1.53,-19.73,-4.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-7.896,-1.544,-39.73,-22.92,-69.99,-19.41,-23.22,-23.3,-1.382,-8.065,-11.61,6.318,6.075,-0.3136,-13.45,-2.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-0.5178,5.783,-34.4,-25.34,-54.39,-20.53,-15.27,-19.07,-2.04,-23.9,-16.2,2.526,-2.568,-3.277,-15.71,-10.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-19.59,-5.164,-13.7,-22.18,-31.78,-38.5,-33.73,-32.73,-13.44,-21.06,-28.63,-13.95,-18.86,-11.11,-25.89,-21.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,-34.15,-21.09,-16.33,-11.22,-43.87,-47.14,-50,-34.68,-17.91,-3.052,-22.09,-13.46,-17.88,-6.008,-12.58,-9.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,-27.66,-15.76,-19.92,7.112,-50.56,-38.67,-42.77,-14.41,-7.204,2.371,-6.333,-1.57,-6.653,8.892,5.246,6.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,-23.52,-5.129,-7.05,0.2126,-38.23,-37.72,-33.51,-12.4,8.363,-5.87,-6.462,-2.414,-6.338,12.29,1.556,7.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
