%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other.1,Other.2,Other.3,Other.4,Other.5,Other.6,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other.7,Timestamp (Formatted),Annotations
1,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,7.845,-13.3,6.346,2.535,8.229,12.37,-5.294,2.015,4.448,2.384,15.45,7.147,8.944,13.56,4.011,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-2.363,1.053,7.77,3.776,17.83,15.22,-12.36,-7.193,12.87,9.483,9.743,-2.668,-1.066,1.82,-6.498,1.866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-17.16,15.19,1.065,4.776,24.66,1.333,-0.3354,-5.555,15.85,5.954,25.32,-1.872,-0.461,-2.982,-4.096,-0.5626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-0.9379,-7.707,2.914,-0.602,33.19,-7.0,20.87,6.325,22.84,-0.0497,30.53,11.03,14.96,8.612,9.248,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,28.4,-24.48,23.86,-8.039,39.59,1.69,28.97,2.512,38.45,3.99,34.12,10.83,27.7,2.613,8.912,13.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,26.61,2.319,37.41,-6.19,37.28,9.543,34.56,-10.01,45.44,4.198,61.37,3.701,30.88,-20.23,8.028,2.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,12.56,17.25,28.23,-3.718,43.27,12.36,33.47,-4.19,43.5,3.024,9.595,8.809,26.03,-17.79,25.03,7.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,14.01,-4.709,22.52,-5.031,60.31,14.74,14.31,11.76,46.89,14.26,-49.58,21.96,35.79,16.64,46.15,25.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,13.06,-16.72,22.4,-0.0679,62.85,13.46,4.141,10.51,55.28,23.83,46.16,27.62,53.08,40.42,51.26,28.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
