%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,0,0,-0,-0,0,0,0,-0,0,-0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,33.81,25.64,14.85,26.04,26.6,18.58,16.41,22.73,16.44,16.79,15.42,10.22,18.47,-1.691,11.57,8.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,20.04,26.57,-2.083,9.995,-3.755,-13.72,9.158,5.315,77.4,17.01,-6.067,-6.964,5.942,-5.489,-5.468,-9.658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-0.4155,13.21,-12.06,-4.563,-24.91,-35.87,1.186,-13.63,61.78,13.36,-56.51,-30.98,-25.5,-22.03,-27.48,-35.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,8.677,-6.801,-6.584,-2.892,-15.27,-32.39,-11.8,-17.27,-22.76,-13.16,-50.56,-43.37,-56.24,-50.3,-39.93,-53.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,2.123,-31.68,-10.45,-7.982,-14.25,-41.13,-31.6,-20.21,-3.25,-26.81,-27.41,-47.49,-70.83,-58.4,-43.22,-54.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-25.19,-38.53,-2.6,-1.903,-8.828,-43.37,-29.04,-14.71,61.79,2.087,-55.53,-42.85,-62.95,-44.68,-28.93,-34.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-24.57,-24.08,13.15,13.88,-2.963,-31.46,-16.06,-7.543,29.95,-11.86,-28.9,-31.72,-50.29,-44.37,-13.55,-19.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-8.234,-11.88,5.924,15.8,-10.83,-22.95,-10.63,-5.002,25.13,-50.31,21.18,-15.79,-33.03,-37.58,-1.831,-7.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,7.13,-2.48,6.576,21.5,4.461,-10.2,-4.406,3.743,73.9,-21.98,-43.73,-3.645,-8.34,-6.507,20.81,18.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,25.51,-1.159,19.21,26.24,25.33,-9.367,-13.07,0.1373,18.03,-5.011,-84.65,-19.36,-13.75,-4.449,18.24,10.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,16.56,-25.11,1.465,3.323,6.944,-31.93,-34.94,-23.08,-26.92,-39.13,-0.4364,-44.23,-44.57,-27.83,-17.14,-31.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-12.13,-46.16,-21.87,-19.13,-14.24,-46.65,-41.39,-32.22,48.5,-30.27,38.61,-39.29,-47.76,-23.34,-25.59,-37.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,-25.08,-37.4,-27.02,-18.74,-14.95,-50.41,-39.26,-22.73,57.26,-1.853,2.682,-27.84,-32.33,-14.03,-11.53,-16.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,-30.57,-21.62,-29.96,-11.29,-11.65,-50.82,-34.39,-14.62,17.77,-7.372,19.9,-22.41,-21.98,-14.04,-4.97,-2.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,-18.41,-9.352,-9.325,6.267,9.471,-29.42,-17.24,-5.226,68.75,3.736,46.33,0.078,-2.904,4.79,8.92,15.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,24.47,0.6365,22.48,26.49,33.98,-2.751,-8.681,1.393,67.53,19.75,-14.38,4.803,1.253,10.13,7.423,16.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,46.55,-10.2,13.38,22.95,22.84,-8.298,-21.96,-10.19,-0.8668,-7.466,-50.94,-20.52,-24.91,-13.31,-16.41,-6.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,21.83,-29.42,-14.66,6.954,-5.984,-31.21,-31.95,-25.96,21.12,-39.48,5.012,-25.72,-38.8,-18.89,-20.13,-13.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,2.63,-25.35,-21.93,0.8829,-18.7,-28.33,-18.67,-23.59,39.82,-47.42,-30.33,-28.09,-37.21,-17.51,-22.65,-16.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,13.66,-9.644,-13.2,5.656,-11.39,1.951,8.887,-6.58,5.261,-34.65,-119.4,-46.38,-43.12,-34.8,-37.97,-32.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
22,21.93,-0.9707,13.66,27.29,13.16,30.78,31.77,17.44,41.87,2.503,-19.86,-32.12,-37.55,-34.51,-24.5,-33.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
23,27.12,5.913,45.98,56.54,38.18,49.38,43.1,37.17,77.55,13.76,96.05,-2.575,-21.56,-15.71,2.416,-18.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
24,46.55,8.127,51.05,62.85,42.79,53.97,41.21,33.41,36.99,-6.664,35.02,4.423,-12.96,-12.99,14.35,-0.7025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,54.48,7.914,40.45,52.8,36.85,37.44,28.28,19.22,32.53,19.84,-11.56,15.73,2.897,-10.53,25.8,20.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
26,42.42,14.44,33.84,47.01,28.98,14.73,22.36,15.55,73.1,33.8,-11.89,17.95,12.48,2.004,22.3,22.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
27,30.04,13.07,15.67,32.31,8.647,-1.694,28.1,10.02,73.2,-25.94,-19.82,-3.002,-5.398,1.496,1.717,2.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
28,15.94,3.064,-1.117,17.79,-8.099,-7.405,28.06,7.198,40.4,-15.66,33.23,-1.67,-12.82,-1.947,-2.759,-6.539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
29,10.77,6.126,9.631,28.2,-2.287,2.512,20.59,20.13,24.44,44.57,23.22,7.563,-3.179,1.118,-4.893,-7.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
30,24.86,16.51,20.13,38.3,7.448,10.39,17.06,25.14,35.22,-8.744,-31.25,-2.018,-10.73,-6.92,-18.83,-20.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
31,41.67,29.83,16.76,34.23,11.7,12.54,24.18,20.8,45.49,-36.52,35.67,11.32,-6.998,-6.375,-14.4,-24.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
32,58.7,51.59,25.1,40.6,16.49,24.83,38.18,29.07,53.69,65.16,16.63,31.8,18.77,15.12,-1.035,-15.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33,65.72,52.78,25.41,43.49,10.7,24.7,37.97,31.92,67.58,87.43,-115.2,17.28,13.31,16.18,-5.471,-16.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34,43.31,26.52,-4.468,20.54,-7.322,-3.479,15.93,14.92,55.49,6.353,-38.73,11.91,-3.478,3.181,-0.0406,-14.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35,13.5,12.83,-27.45,-2.831,-21.91,-27.95,-6.724,0.7326,26.02,-2.409,117,32.77,18.31,20.48,26.77,11.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
36,4.973,15.91,-24.28,-6.785,-23.6,-30.11,-18.46,-0.2513,17.73,33.75,83.85,36.2,36.78,39.54,38.1,30.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
37,16.25,10.4,-23.82,-10.82,-19.42,-24.48,-28.49,-1.459,27.41,17.79,5.679,23.25,15.3,20.61,25.31,20.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
38,23.76,-3.016,-37.71,-26.49,-23.82,-26.48,-37.32,-6.851,50.88,-8.845,9.203,12.42,-13.16,-6.129,9.834,-1.182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
39,14.14,-9.479,-36.9,-26.97,-22,-25.29,-30.08,-2.699,69.91,0.364,29.61,-1.163,-25.82,-12.59,-2.08,-19.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40,15.75,-2.569,-13.67,-7.84,-3.929,-7.633,-13.21,7.239,55.63,5.432,12.17,-15.9,-25.96,-11.52,-11.32,-29.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
41,29.98,7.609,-8.083,-6.917,-2.684,3.838,-11.19,5.968,35.33,-0.2796,-24.12,-17.6,-11,-1.357,-10.07,-25.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
42,27.81,15.43,-16.47,-13.26,-11.05,4.863,-9.927,7.849,42.77,36.5,-13.74,5.095,14.9,24.32,3.477,-10.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
43,31.11,30.61,-1.753,1.642,-1.619,15.87,7.561,18.6,65.34,57.59,10.75,27.53,26.28,30.45,8.155,-6.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
44,39.67,43.38,4.383,5.434,-8.261,17.26,13.95,15.68,63.54,-1.583,11.52,19.74,14.53,4.85,-8.344,-29.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
45,24.02,40.97,-13.35,-5.079,-25.36,6.377,7.986,11.49,25.68,-15.36,1.257,0.9625,5.261,-5.598,-25.41,-45.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
46,18.62,31.73,-9.256,-0.7666,-9.458,10.82,11.34,18.76,11.1,43.51,-77.89,-15.27,-1.894,1.441,-32.98,-38.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
47,26.25,17.67,4.694,2.186,4.5,13.05,13.71,19.3,36.63,24.07,-114,-31.25,-20.88,-6.785,-36.09,-30.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
48,6.568,10.41,5.528,9.091,-1.128,6.591,19.46,23.1,31.59,-26.53,13.24,-30.2,-25.44,-9.909,-32.65,-27.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
49,-9.443,23.08,18,32.81,6.266,11.53,33.91,34.29,5.217,7.191,67.67,-23.53,-11.81,-3.36,-31.43,-25.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
50,-8.12,27.91,24.08,33.83,2.262,5.165,28.04,26.71,23.62,25.82,-22.45,-28.75,-12.48,-16.51,-32.03,-28.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,-16.23,11.87,8.066,16.09,-15.74,-10.4,11.66,12.03,56.39,-15.14,-53.83,-25.01,-19.42,-26.35,-18.59,-18.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
52,0.6823,7.728,11.19,20.65,-3.892,4.973,15.74,12.35,53.66,-11.77,-36.79,-1.963,-9.583,-9.243,1.651,-1.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
53,39.04,22.35,23.43,26.23,6.627,22.43,16.22,12.16,32.12,17.59,-17.59,19.98,3.636,4.486,13.46,0.0597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
54,29.95,27.55,6.578,9.688,-9.86,4.759,-2.984,4.886,33.04,-4.443,11.43,17.4,4.423,3.486,17.53,-2.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
55,-2.001,18.84,2.127,7.247,2.447,-1.535,-4.965,8.708,74.03,-11.94,8.184,9.249,6.101,12.85,23.88,11.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
56,1.726,15.88,34.84,33.45,39.34,21.32,14.9,20.76,85.89,37.39,13.02,18.62,11.94,25.47,25.96,13.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
57,7.75,14.07,39.62,37.92,31.91,15.42,12.64,14.76,28.72,33.65,-0.6438,3.135,-2.928,9.633,1.535,-13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
58,0.3728,2.613,9.14,12.4,-3.147,-10.97,-1.508,4.51,20.46,-19.82,-47.4,-24.1,-17.78,-10.24,-17.71,-28.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
59,13.19,5.28,14.09,21.19,-2.917,2.968,19.48,25.04,68.21,6.821,-35.63,-4.036,3.176,1.267,1.137,-13.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
60,20.77,23.96,45.48,57.88,19.84,34.68,49.74,46.33,30.43,50.85,-55.3,6.575,15.84,7.69,5.088,-15.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
61,10.34,32.23,60.5,67.4,35.41,49.87,56.12,41.55,-12.04,15.57,-88.49,-10.93,0.0486,-6.355,-18.4,-34.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
62,30.94,40.51,75.3,69.13,51.61,65.79,62.38,43.77,64.79,3.546,23.26,8.608,-1.289,-9.687,-25.28,-37.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
63,61.31,46.68,71.58,67.06,49.49,63.61,60.06,44.18,118.1,41.39,80.21,21.31,1.394,-14.97,-30.63,-38.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
64,55.54,35.16,36.57,41.35,24.82,41.06,41.86,27.19,61.95,45.17,-11.52,8,0.139,-20.65,-30.11,-31.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
65,49.06,39.12,33.68,38.58,22.8,41.9,42.34,29.41,5.07,28.13,-2.523,25.14,12.02,-8.664,-4.525,-12.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
66,43.39,48.19,46.39,48.85,25.17,36.14,37.42,30.09,6.071,3.159,56.87,27.08,0.036,-17.83,-2.661,-22.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
67,7.065,18.7,10.7,13.52,-5.548,-4.087,5.525,2.353,44.36,-23.34,14.82,-3.03,-29.24,-39.46,-20.48,-40.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
68,-10.86,-3.977,-12.59,-11.26,-16.67,-18.73,-0.3159,3.359,63.64,-5.284,0.3087,1.021,-24.01,-21.45,-9.171,-29.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
69,10.25,8.704,14.81,16.83,6.039,-5.441,16.49,30.29,40.66,16.37,28.01,14.22,-11.78,0.7836,1.869,-21.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
70,9.85,11.27,19.21,27.23,-0.5388,-17.1,10.21,22.07,40.19,5.11,-7.051,2.905,-16.15,-7.078,-4.752,-25.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
71,-13.29,8.149,-1.288,7.599,-20.66,-30.52,1.727,4.832,59.32,5.978,-4.325,8.599,-7.908,-8.786,4.459,-22.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
72,-12.9,17.42,6.508,7.593,-3.22,-10.93,9.919,11.43,42.82,20.74,62.86,29.23,6.584,3.929,20.53,-15.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
73,5.198,20.87,26.44,18.67,20.65,18.09,20.95,12.12,21.44,37.45,-4.677,23.92,13.95,11.94,19.19,-11.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
74,19.86,31.81,39.12,23.11,23.45,39.54,37.43,8.407,8.913,35.5,-116.5,6.342,25.37,18.41,12.12,-5.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
75,36.72,59.46,56.05,39.28,33.96,61.1,57.61,26.29,14.06,-7.213,10.97,22.05,42.69,30.01,22.26,12.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
76,51.07,80.59,72.76,68.53,53.26,75.77,75.15,52.8,84.92,-2.14,183.9,60.32,64.1,42.8,52.17,43.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
77,40.3,90.83,78.56,81.62,52.01,68.73,84.98,61.73,122.6,59.56,112.7,61.05,70.56,39.6,62.62,52.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
78,11.26,82.27,65.14,60.16,31.84,42.64,62.23,43.69,39.54,44.79,-7.918,20.59,39.75,14.51,21.87,12.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
79,-10.15,42.77,32.14,18.93,7.408,2.679,5.354,4.732,-7.483,-4.642,0.3083,-7.532,4.304,-2.552,-23.78,-25.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
80,-28.27,2.792,-0.7482,-17.06,-15.08,-39.37,-39.45,-29.92,27.49,11.39,16.52,-8.645,5.488,9.044,-19.05,-13.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
81,-30.67,-1.173,-8.874,-24.47,-10.36,-36.4,-35.09,-28.83,5.202,25.32,-2.418,2.529,26.24,32.65,9.814,16.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
82,5.597,19.55,12.41,3.822,23.53,12.54,-1.434,-1.34,-7.142,18.33,21.67,20.64,28.91,43.32,14.29,19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
83,15.06,24.72,27.32,24.54,28.62,21.88,8.843,10.7,69.95,20.66,52.03,17.63,5.795,30.01,-6.009,-6.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
84,-34.45,8.945,13.89,11.5,-2.823,-14.35,-5.433,8.456,89.7,-0.8192,-3.277,-16.18,-15.71,13.11,-25.45,-24.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
85,-41.66,4.38,9.35,6.382,-9.147,-18.28,-5.388,13.56,21.93,-4.695,-48.71,-31.57,-16.45,14.32,-29.96,-21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
86,-7.255,6.127,15.71,14.59,-3.939,-14.46,-1.263,13.03,-27.56,35.39,-12.9,-24.52,-18.51,11.55,-32.04,-22.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
87,-42.39,-4.11,-0.9743,8.001,-34.43,-47.34,-5.162,12.25,-50.25,38.37,-54.29,-40.91,-32.51,-8.346,-43.09,-37.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,-100.1,-3.055,-11.7,8.76,-55.69,-60.85,3.851,24.15,-40.85,0.1975,-116.8,-57.98,-37.3,-20.27,-43.87,-40.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
89,-84.27,8.566,5.108,22.65,-31.08,-35.26,10.72,25.34,-6.462,-19.87,-18.14,-39.64,-28.32,-17.91,-23.7,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
90,-42.16,12.08,20.47,28.28,-1.03,-8.045,6.675,20.1,5.528,-9.402,57.88,-15.48,-12.48,-10.17,-6.394,-9.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
91,-20.95,24.94,31.12,35.37,10.52,12.37,11.65,24.56,28.21,17.28,1.464,-7.994,4.954,3.208,-9.361,-4.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
92,-10.27,39.71,32.44,36.91,4.926,7.621,8.643,21.04,42.72,18.62,-6.193,-11.14,13.39,15.14,-20.59,-6.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
93,-22.53,33.34,9.962,20.29,-16.35,-26.09,-6.758,17.12,-12.37,-2.707,24.16,-20.57,11.81,17.79,-26.4,-9.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
94,-45.45,21.45,-8.138,10.12,-27.68,-43.66,-12.83,22.42,-23.95,13.16,3.393,-26.54,0.48,10.2,-30.64,-16.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
95,-44.38,8.766,-2.889,12.66,-15.29,-35.97,-21.78,15.34,47.92,42.92,-22.83,-27.76,-15.38,1.885,-32.27,-26.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
96,-32.66,-6.734,2.942,12.42,-2.023,-29.41,-32.04,3.343,42.45,29.49,-37.49,-27.09,-15.54,7.285,-24.87,-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
97,-31.32,-8.121,-2.137,5.669,-4.189,-28.1,-27.77,-1.206,-24.74,4.26,-23.12,-21.06,-5.6,11.85,-23.2,-23.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
98,-35.15,-4.042,-10.38,-10.73,-18.62,-32.56,-28.35,-10.19,-23.32,0.4583,0.4379,-25.41,-11.56,-4.288,-38.66,-31.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
99,-43.12,-6.47,-16.38,-25.66,-27.45,-36.88,-33.2,-16.18,0.7506,1.092,-40.97,-45.64,-30.82,-18.7,-51.78,-38.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
100,-42.89,-2.191,-8.62,-15.7,-4.804,-18.03,-19.91,-8.823,9.295,2.525,-65.53,-44.63,-40.92,-8.932,-40.36,-31.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
101,-23.11,3.501,15.83,9.635,32.01,11.23,-4.818,1.622,50.15,-9.104,12.89,-17.29,-38.56,-3.481,-16.31,-16.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
