%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,4.215,4.042,0.9789,-4.136,0.3128,3.279,-2.393,-1.635,-1.259,-2.996,-3.991,-6.406,-7.482,-6.103,-6.697,-7.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-0.8025,2.415,-1.112,-2.463,-2.709,2.439,-5.081,-4.679,-1.648,-2.334,-3.268,-13.14,-6.125,-4.646,-4.622,-3.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-4.686,2.883,1.264,-0.2938,-1.144,-1.788,-9.767,-9.278,-1.541,-1.825,-1.205,-12.34,-3.329,-1.924,-1.326,-1.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,-6.849,1.316,-4.179,-8.104,-1.776,-13.08,-19.95,-18.5,-4.696,-5.686,0.6418,-7.566,-3.835,-0.775,2.158,-1.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,-12,-7.302,-20.68,-20.19,-10.39,-25.2,-29.05,-27.45,-8.307,-10.47,3.758,-8.246,-4.973,-0.4759,6.699,-1.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,-11.99,-10.21,-22.15,-21.05,-12.44,-24.2,-25.92,-24.73,-6.233,-9.527,5.056,-11.3,-6.074,-2.122,4.819,-4.421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,-8.629,-5.584,-13.62,-14.66,-9.676,-19.12,-19.6,-17.69,-5.779,-3.939,1.166,-12.6,-5.457,-0.4203,-0.3911,-6.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-11.22,-4.802,-20.52,-15.54,-16.65,-24.18,-22.8,-19.98,-11.65,-2.11,-3.417,-13.04,-3.317,4.434,0.2258,-1.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-13.87,-5.797,-27.57,-20.79,-21.61,-29.33,-26.32,-24.1,-11.86,-5.466,-1.172,-11.03,-3.205,3.663,5.25,0.1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-11.82,-4.297,-20.76,-20.79,-14.24,-27.17,-25.84,-24.21,-7.285,-8.04,3.963,-10.23,-4.893,-0.146,8.092,-1.864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-10.68,-5.033,-20.43,-19.96,-11.05,-27.04,-29.65,-27.48,-10.35,-9.288,2.213,-16.23,-5.881,-0.3755,6.344,1.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
