%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,-1.827,7.102,7.11,5.637,8.996,2.254,9.883,10.03,6.761,3.624,2.981,5.522,7.176,2.846,6.967,4.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,18.49,19.97,9.921,14.11,-2.741,17.14,16.04,14.88,2.725,7.234,9.812,19.01,12.21,7.133,14.13,8.601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,37.41,27.41,8.01,12.59,-4.53,22.46,13.91,11.96,-0.2759,11.2,22.5,29.75,15.85,11.07,23,15.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,29.95,26.94,7.752,9.425,5.385,12.07,11.33,10.53,3.922,13.67,22.83,26.37,16.85,10.38,25.5,21.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,14.34,23.66,10.53,14.44,6.704,5.094,10.92,10.53,7.607,12.42,3.921,14.22,13.66,6.705,18.62,23.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,11.11,19.92,10.6,13.62,3.946,6.729,8.666,7.19,2.863,10.14,3.13,12.07,14.9,9.881,17.64,28.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,14.85,23.24,8.405,8.248,-2.091,10.6,12.07,10.6,1.221,11.37,20.62,21.31,25.44,19.39,22.37,34.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,21.27,31.19,9.596,11.46,-5.346,14.68,19.26,17.65,11.12,13.99,12.29,22.63,32.53,22.86,18.33,33.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,28.24,32.32,13.45,15.42,1.98,18.46,17.26,14.1,7.363,11.44,3.048,22.22,30.82,20.82,17.49,30.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,31.36,30.62,14.77,13.42,7.073,20.54,10.61,7.573,0.214,5.833,26.12,35.79,31.02,22.64,30.68,32.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,37.16,32.8,16.19,13.43,15.03,23.08,9.13,7.488,21.29,7.12,38.69,44.53,34.38,27.31,37.89,33.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,41.37,33.35,21.28,16.61,30.38,24.83,10.32,8.768,31.45,12.39,22.76,31.21,30.01,28.25,27.39,26.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
14,24.99,28,21.64,18.89,28.77,15.73,11.34,10.07,9.996,10.08,7.351,11.85,16.17,22.51,14.56,16.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
15,4.675,19.63,15.84,20.48,15.28,3.993,12.34,11.78,-0.1889,5.47,4.627,7.483,5.695,15.03,14.59,12.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
16,11.02,14.05,15.37,20.04,16.68,7.574,11.29,10.55,5.513,5.271,10.74,14.6,7.311,13.76,19.92,17.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
17,21.15,16.01,21.14,21.01,28.42,14.1,9.785,9.111,9.62,3.333,11.6,17.85,16.84,19.31,18.19,22.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
18,17.17,25.09,26.66,28.71,33.41,14.67,13.43,12.75,4.326,5.452,11.47,22.27,27.57,27.43,16.2,27.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
19,27.95,33.45,25.84,31.78,27.14,21.29,18.73,16.6,-6.518,13.55,22.12,28.51,29.39,30.52,12.97,22.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
20,35.72,31.31,17.34,24.98,20.81,23.73,18.47,14.97,11.23,11.56,17.52,18.83,19.28,26.05,3.192,7.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
21,13.91,24.56,17.96,26.28,22.12,18.78,19.63,16.7,35.07,6.41,2.37,9.363,14.76,26.15,7.224,7.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
