%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index,EXG Channel 0,EXG Channel 1,EXG Channel 2,EXG Channel 3,EXG Channel 4,EXG Channel 5,EXG Channel 6,EXG Channel 7,EXG Channel 8,EXG Channel 9,EXG Channel 10,EXG Channel 11,EXG Channel 12,EXG Channel 13,EXG Channel 14,EXG Channel 15,Accel Channel 0,Accel Channel 1,Accel Channel 2,Other,Other,Other,Other,Other,Other,Other,Analog Channel 0,Analog Channel 1,Analog Channel 2,Timestamp,Other,Timestamp (Formatted),Annotations
1,-0,0,-0,-0,0,0,0,0,-0,0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T0
2,6.244,9.736,-17.68,-13.82,26.22,21.09,6.208,-25.43,44.78,-1.019,4.408,2.735,-2.19,-4.335,0.6873,-4.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
3,-4.185,-2.364,-38.72,-19.42,15.29,12.59,-6.13,-35.42,1.393,-10.85,1.653,-2.722,-12.33,-8.046,3.552,-2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,-3.699,-0.3636,-50.56,-10.86,22.87,22.76,5.268,-30.55,-9.52,0.7568,23.88,15.23,3.825,4.844,25.13,18.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5,21.49,21.96,-16.78,5.185,54.56,50.53,32.42,-28.4,28.76,11.85,47.58,36.76,22.37,11.51,41.64,30.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6,38.39,29.71,21.98,4.016,49.28,45.69,33.57,-37.04,45.41,6.272,44.96,33.58,14.45,7.662,39.46,18.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
7,28.65,23.4,0.9721,-4.964,23.93,24.44,19.48,-34.36,56.85,12.81,39.75,25.74,6.696,14.6,35.88,13.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,6.569,11.83,-31.19,4.437,18.08,13.24,1.445,-14.71,36.64,13.46,27.5,13.72,0.3051,9.453,21.68,10.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
9,-10.78,-9.159,-41.22,1.152,5.334,-2.263,-19.79,-18.84,-6.476,-9.42,1.979,-6.949,-14.98,-13.69,-3.79,-10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
10,-18.19,-23.39,-62.96,-29.07,-15.91,-16.99,-26.07,-50.08,1.044,-19.75,-10.8,-19.17,-25.2,-18.1,-19.18,-30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
11,-29.71,-25.69,-64.12,-37.75,-17.72,-18.63,-21.89,-57.88,-1.873,-5.16,-11,-22.52,-26.79,-2.207,-21.19,-31.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
12,-34.51,-24.79,-39.24,-22.42,-13.9,-13.74,-20.08,-48.39,-43.58,1.668,-9.225,-19.83,-24.57,0.3018,-14.72,-25.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
13,-9.718,-15.64,-41.77,-20.59,-10.92,-6.814,-16.19,-56.15,-23.86,-11.19,-2.057,-13.23,-22.32,-12.78,-7.033,-24.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
